species,genus,category,source,obesity_signal,shap_importance,safety_tier,clinical_evidence,priority_tier,genome_accession,assembly_level,resolved_organism,safety_risk_class,safety_flags,recommended_action,needs_genome_confirmation,bsh_potential,butyrate_scfa_potential,propionate_potential,mucin_interaction,lactate_acetate,metabolic_guild,adverse_mechanism_flag,obesity_mechanism,functional_provenance
Ruminococcus_bicirculans,Ruminococcus,human_derived_commensal,obesity_microbiome_signature,enriched_in_obesity,0.015,requires_genome_safety_review,screening_only,C_screening_hypothesis,,no_genome_resolved_under_species_name,Ruminococcus bicirculans (no NCBI genome under species name; not fabricated),moderate_novel_commensal,,novel human commensal; genome-level AMR/virulence screening required,True,0,0,0,1,0,mucin_interaction,,no characterized obesity-relevant SCFA/bile mechanism,genus-level comparative-genomics prior (NOT de-novo annotation)
Turicimonas_muris,Turicimonas,human_derived_commensal,obesity_microbiome_signature,enriched_in_obesity,0.0145,requires_genome_safety_review,screening_only,C_screening_hypothesis,GCF_016696765.1,Chromosome,Turicimonas muris,moderate_novel_commensal,,novel human commensal; genome-level AMR/virulence screening required,True,0,0,2,0,0,propionate_producer,,propionate -> satiety/lipogenesis modulation (favorable),genus-level comparative-genomics prior (NOT de-novo annotation)
Alistipes_inops,Alistipes,human_derived_commensal,obesity_microbiome_signature,enriched_in_obesity,0.0141,requires_genome_safety_review,screening_only,C_screening_hypothesis,GCF_000786575.1,Contig,Alistipes inops,moderate_novel_commensal,,novel human commensal; genome-level AMR/virulence screening required,True,0,0,2,0,0,propionate_producer,,propionate -> satiety/lipogenesis modulation (favorable),genus-level comparative-genomics prior (NOT de-novo annotation)
Pseudoflavonifractor_sp_An184,Pseudoflavonifractor,human_derived_commensal,obesity_microbiome_signature,enriched_in_obesity,0.0138,requires_genome_safety_review,screening_only,C_screening_hypothesis,,no_isolate_genome_MAG_or_unresolved,,moderate_novel_commensal,,novel human commensal; genome-level AMR/virulence screening required,True,0,2,0,0,0,butyrate_producer,,"SCFA/butyrate -> barrier, GLP-1, energy regulation (favorable)",genus-level comparative-genomics prior (NOT de-novo annotation)
Coprobacillus_cateniformis,Coprobacillus,human_derived_commensal,obesity_microbiome_signature,enriched_in_obesity,0.0127,requires_genome_safety_review,screening_only,C_screening_hypothesis,GCF_000269565.1,Contig,Coprobacillus cateniformis,moderate_novel_commensal,,novel human commensal; genome-level AMR/virulence screening required,True,0,2,0,0,0,butyrate_producer,,"SCFA/butyrate -> barrier, GLP-1, energy regulation (favorable)",genus-level comparative-genomics prior (NOT de-novo annotation)
Butyricimonas_virosa,Butyricimonas,human_derived_commensal,obesity_microbiome_signature,enriched_in_obesity,0.0123,requires_genome_safety_review,screening_only,C_screening_hypothesis,GCF_025148635.1,Complete Genome,Butyricimonas virosa,moderate_novel_commensal,,novel human commensal; genome-level AMR/virulence screening required,True,0,2,0,0,0,butyrate_producer,,"SCFA/butyrate -> barrier, GLP-1, energy regulation (favorable)",genus-level comparative-genomics prior (NOT de-novo annotation)
Bacteroides_uniformis,Bacteroides,human_derived_ngp,obesity_microbiome_signature,enriched_in_obesity,0.0122,requires_genome_safety_lbp,screening_only,C_screening_hypothesis,GCF_044361425.1,Complete Genome,Bacteroides uniformis,moderate_novel_commensal,,novel human commensal; genome-level AMR/virulence screening required,True,1,0,2,1,0,propionate_producer; mucin_interaction,,propionate -> satiety/lipogenesis modulation (favorable),genus-level comparative-genomics prior (NOT de-novo annotation)
Lachnospira_pectinoschiza,Lachnospira,human_derived_commensal,obesity_microbiome_signature,enriched_in_obesity,0.0113,requires_genome_safety_review,screening_only,C_screening_hypothesis,GCF_900103815.1,Scaffold,Lachnospira pectinoschiza,moderate_novel_commensal,,novel human commensal; genome-level AMR/virulence screening required,True,0,2,0,0,0,butyrate_producer,,"SCFA/butyrate -> barrier, GLP-1, energy regulation (favorable)",genus-level comparative-genomics prior (NOT de-novo annotation)
Eubacterium_ventriosum,Eubacterium,human_derived_ngp,obesity_microbiome_signature,enriched_in_obesity,0.0111,requires_genome_safety_lbp,screening_only,C_screening_hypothesis,GCF_025150745.1,Complete Genome,Eubacterium ventriosum,moderate_novel_commensal,,novel human commensal; genome-level AMR/virulence screening required,True,0,0,0,0,0,uncharacterized,,no characterized obesity-relevant SCFA/bile mechanism,genus-level comparative-genomics prior (NOT de-novo annotation)
Firmicutes_bacterium_CAG_170,Firmicutes,human_derived_commensal,obesity_microbiome_signature,enriched_in_obesity,0.0106,requires_genome_safety_review,screening_only,C_screening_hypothesis,,no_isolate_genome_MAG_or_unresolved,,moderate_novel_commensal,,novel human commensal; genome-level AMR/virulence screening required,True,0,0,0,0,0,uncharacterized,,no characterized obesity-relevant SCFA/bile mechanism,genus-level comparative-genomics prior (NOT de-novo annotation)
Ruminococcaceae_bacterium_D16,Ruminococcaceae,human_derived_commensal,obesity_microbiome_signature,enriched_in_obesity,0.0106,requires_genome_safety_review,screening_only,C_screening_hypothesis,,no_isolate_genome_MAG_or_unresolved,,moderate_novel_commensal,,novel human commensal; genome-level AMR/virulence screening required,True,0,0,0,0,0,uncharacterized,,no characterized obesity-relevant SCFA/bile mechanism,genus-level comparative-genomics prior (NOT de-novo annotation)
Clostridium_leptum,Clostridium,human_derived_ngp,obesity_microbiome_signature,enriched_in_obesity,0.0097,requires_genome_safety_lbp,screening_only,C_screening_hypothesis,GCA_046983805.1,Contig,[Clostridium] leptum,moderate_novel_commensal,genus_contains_pathogens_species_level_care,novel human commensal; genome-level AMR/virulence screening required,True,1,0,0,0,0,uncharacterized,,bile salt hydrolase -> cholesterol/lipid lowering (favorable),genus-level comparative-genomics prior (NOT de-novo annotation)
Butyricimonas_synergistica,Butyricimonas,human_derived_commensal,obesity_microbiome_signature,enriched_in_obesity,0.0081,requires_genome_safety_review,screening_only,C_screening_hypothesis,GCF_000379665.1,Scaffold,Butyricimonas synergistica DSM 23225,moderate_novel_commensal,,novel human commensal; genome-level AMR/virulence screening required,True,0,2,0,0,0,butyrate_producer,,"SCFA/butyrate -> barrier, GLP-1, energy regulation (favorable)",genus-level comparative-genomics prior (NOT de-novo annotation)
Collinsella_intestinalis,Collinsella,human_derived_commensal,obesity_microbiome_signature,enriched_in_obesity,0.0075,requires_genome_safety_review,screening_only,C_screening_hypothesis,GCF_902501455.1,Contig,Collinsella intestinalis,moderate_novel_commensal,,novel human commensal; genome-level AMR/virulence screening required,True,0,0,0,0,2,lactate_acetate,,no characterized obesity-relevant SCFA/bile mechanism,genus-level comparative-genomics prior (NOT de-novo annotation)
Parabacteroides_johnsonii,Parabacteroides,human_derived_ngp,obesity_microbiome_signature,enriched_in_obesity,0.0072,requires_genome_safety_lbp,screening_only,C_screening_hypothesis,GCF_025151045.1,Complete Genome,Parabacteroides johnsonii DSM 18315,moderate_novel_commensal,,novel human commensal; genome-level AMR/virulence screening required,True,0,0,2,0,0,propionate_producer,,propionate -> satiety/lipogenesis modulation (favorable),genus-level comparative-genomics prior (NOT de-novo annotation)
Eisenbergiella_tayi,Eisenbergiella,human_derived_commensal,obesity_microbiome_signature,enriched_in_obesity,0.0069,requires_genome_safety_review,screening_only,C_screening_hypothesis,GCF_001881565.1,Scaffold,Eisenbergiella tayi,moderate_novel_commensal,,novel human commensal; genome-level AMR/virulence screening required,True,0,2,0,0,0,butyrate_producer,,"SCFA/butyrate -> barrier, GLP-1, energy regulation (favorable)",genus-level comparative-genomics prior (NOT de-novo annotation)
Barnesiella_intestinihominis,Barnesiella,human_derived_commensal,obesity_microbiome_signature,enriched_in_obesity,0.006,requires_genome_safety_review,screening_only,C_screening_hypothesis,GCF_000296465.1,Scaffold,Barnesiella intestinihominis YIT 11860,moderate_novel_commensal,,novel human commensal; genome-level AMR/virulence screening required,True,0,0,2,1,0,propionate_producer; mucin_interaction,,propionate -> satiety/lipogenesis modulation (favorable),genus-level comparative-genomics prior (NOT de-novo annotation)
Coprobacter_secundus,Coprobacter,human_derived_commensal,obesity_microbiome_signature,enriched_in_obesity,0.0058,requires_genome_safety_review,screening_only,C_screening_hypothesis,GCF_015097275.1,Complete Genome,Coprobacter secundus subsp. similis,moderate_novel_commensal,,novel human commensal; genome-level AMR/virulence screening required,True,0,0,2,0,0,propionate_producer,,propionate -> satiety/lipogenesis modulation (favorable),genus-level comparative-genomics prior (NOT de-novo annotation)
Bacteroides_sp_CAG_144,Bacteroides,human_derived_ngp,obesity_microbiome_signature,enriched_in_obesity,0.0057,requires_genome_safety_lbp,screening_only,C_screening_hypothesis,,no_isolate_genome_MAG_or_unresolved,,moderate_novel_commensal,,novel human commensal; genome-level AMR/virulence screening required,True,1,0,2,1,0,propionate_producer; mucin_interaction,,propionate -> satiety/lipogenesis modulation (favorable),genus-level comparative-genomics prior (NOT de-novo annotation)
Oscillibacter_sp_CAG_241,Oscillibacter,human_derived_commensal,obesity_microbiome_signature,enriched_in_obesity,0.0056,requires_genome_safety_review,screening_only,C_screening_hypothesis,,no_isolate_genome_MAG_or_unresolved,,moderate_novel_commensal,,novel human commensal; genome-level AMR/virulence screening required,True,0,2,0,0,0,butyrate_producer,,"SCFA/butyrate -> barrier, GLP-1, energy regulation (favorable)",genus-level comparative-genomics prior (NOT de-novo annotation)
Eubacterium_sp_CAG_38,Eubacterium,human_derived_ngp,obesity_microbiome_signature,enriched_in_obesity,0.0049,requires_genome_safety_lbp,screening_only,C_screening_hypothesis,,no_isolate_genome_MAG_or_unresolved,,moderate_novel_commensal,,novel human commensal; genome-level AMR/virulence screening required,True,0,0,0,0,0,uncharacterized,,no characterized obesity-relevant SCFA/bile mechanism,genus-level comparative-genomics prior (NOT de-novo annotation)
Fusicatenibacter_saccharivorans,Fusicatenibacter,human_derived_commensal,obesity_microbiome_signature,enriched_in_obesity,0.0046,requires_genome_safety_review,screening_only,C_screening_hypothesis,GCF_027667425.1,Scaffold,Fusicatenibacter saccharivorans,moderate_novel_commensal,,novel human commensal; genome-level AMR/virulence screening required,True,0,2,0,0,0,butyrate_producer,,"SCFA/butyrate -> barrier, GLP-1, energy regulation (favorable)",genus-level comparative-genomics prior (NOT de-novo annotation)
Bacteroides_eggerthii,Bacteroides,human_derived_ngp,obesity_microbiome_signature,enriched_in_obesity,0.0043,requires_genome_safety_lbp,screening_only,C_screening_hypothesis,GCF_025146565.1,Complete Genome,Bacteroides eggerthii,moderate_novel_commensal,,novel human commensal; genome-level AMR/virulence screening required,True,1,0,2,1,0,propionate_producer; mucin_interaction,,propionate -> satiety/lipogenesis modulation (favorable),genus-level comparative-genomics prior (NOT de-novo annotation)
Akkermansia_muciniphila,Akkermansia,human_derived_ngp,obesity_microbiome_signature,enriched_in_obesity,0.0042,requires_genome_safety_lbp,screening_only,C_screening_hypothesis,GCF_009731575.1,Complete Genome,Akkermansia muciniphila,moderate_lbp_precedent,,human-trial precedent; requires genome AMR/virulence confirmation before use,True,0,0,2,2,0,propionate_producer; mucin_interaction,,"mucin-degradation -> propionate, barrier (Akkermansia-type, favorable)",genus-level comparative-genomics prior (NOT de-novo annotation)
Paraprevotella_xylaniphila,Paraprevotella,human_derived_commensal,obesity_microbiome_signature,enriched_in_obesity,0.0041,requires_genome_safety_review,screening_only,C_screening_hypothesis,GCF_900683745.1,Complete Genome,Paraprevotella xylaniphila YIT 11841,moderate_novel_commensal,,novel human commensal; genome-level AMR/virulence screening required,True,0,0,2,0,0,propionate_producer,,propionate -> satiety/lipogenesis modulation (favorable),genus-level comparative-genomics prior (NOT de-novo annotation)
Eubacterium_ramulus,Eubacterium,human_derived_ngp,obesity_microbiome_signature,enriched_in_obesity,0.0035,requires_genome_safety_lbp,screening_only,C_screening_hypothesis,GCF_045002895.1,Complete Genome,Eubacterium ramulus,moderate_novel_commensal,,novel human commensal; genome-level AMR/virulence screening required,True,0,0,0,0,0,uncharacterized,,no characterized obesity-relevant SCFA/bile mechanism,genus-level comparative-genomics prior (NOT de-novo annotation)
Dialister_invisus,Dialister,human_derived_commensal,obesity_microbiome_signature,enriched_in_obesity,0.0026,requires_genome_safety_review,screening_only,C_screening_hypothesis,GCF_000160055.1,Scaffold,Dialister invisus DSM 15470,moderate_novel_commensal,,novel human commensal; genome-level AMR/virulence screening required,True,0,0,2,0,0,propionate_producer,,propionate -> satiety/lipogenesis modulation (favorable),genus-level comparative-genomics prior (NOT de-novo annotation)
Enterorhabdus_caecimuris,Enterorhabdus,human_derived_commensal,obesity_microbiome_signature,enriched_in_obesity,0.0025,requires_genome_safety_review,screening_only,C_screening_hypothesis,GCF_000403355.2,Scaffold,Adlercreutzia caecimuris B7,moderate_novel_commensal,,novel human commensal; genome-level AMR/virulence screening required,True,0,0,0,0,0,polyphenol_equol_metabolism,,no characterized obesity-relevant SCFA/bile mechanism,genus-level comparative-genomics prior (NOT de-novo annotation)
Clostridium_sp_CAG_253,Clostridium,human_derived_ngp,obesity_microbiome_signature,enriched_in_obesity,0.0024,requires_genome_safety_lbp,screening_only,C_screening_hypothesis,,no_isolate_genome_MAG_or_unresolved,,moderate_novel_commensal,genus_contains_pathogens_species_level_care,novel human commensal; genome-level AMR/virulence screening required,True,1,0,0,0,0,uncharacterized,,bile salt hydrolase -> cholesterol/lipid lowering (favorable),genus-level comparative-genomics prior (NOT de-novo annotation)
Proteobacteria_bacterium_CAG_139,Proteobacteria,human_derived_commensal,obesity_microbiome_signature,enriched_in_obesity,0.0023,requires_genome_safety_review,screening_only,C_screening_hypothesis,,no_isolate_genome_MAG_or_unresolved,,moderate_novel_commensal,,novel human commensal; genome-level AMR/virulence screening required,True,0,0,0,0,0,uncharacterized,,no characterized obesity-relevant SCFA/bile mechanism,genus-level comparative-genomics prior (NOT de-novo annotation)
Phascolarctobacterium_succinatutens,Phascolarctobacterium,human_derived_ngp,obesity_microbiome_signature,enriched_in_obesity,0.0021,requires_genome_safety_lbp,screening_only,C_screening_hypothesis,GCF_023497905.1,Chromosome,Phascolarctobacterium succinatutens,moderate_novel_commensal,,novel human commensal; genome-level AMR/virulence screening required,True,0,0,2,0,0,propionate_producer,,propionate -> satiety/lipogenesis modulation (favorable),genus-level comparative-genomics prior (NOT de-novo annotation)
Dialister_sp_CAG_357,Dialister,human_derived_commensal,obesity_microbiome_signature,enriched_in_obesity,0.0021,requires_genome_safety_review,screening_only,C_screening_hypothesis,,no_isolate_genome_MAG_or_unresolved,,moderate_novel_commensal,,novel human commensal; genome-level AMR/virulence screening required,True,0,0,2,0,0,propionate_producer,,propionate -> satiety/lipogenesis modulation (favorable),genus-level comparative-genomics prior (NOT de-novo annotation)
Aeriscardovia_aeriphila,Aeriscardovia,human_derived_commensal,obesity_microbiome_signature,enriched_in_obesity,0.0018,requires_genome_safety_review,screening_only,C_screening_hypothesis,GCF_013408435.1,Contig,Aeriscardovia aeriphila,moderate_novel_commensal,,novel human commensal; genome-level AMR/virulence screening required,True,0,0,0,0,2,lactate_acetate,,no characterized obesity-relevant SCFA/bile mechanism,genus-level comparative-genomics prior (NOT de-novo annotation)
Firmicutes_bacterium_CAG_238,Firmicutes,human_derived_commensal,obesity_microbiome_signature,enriched_in_obesity,0.0017,requires_genome_safety_review,screening_only,C_screening_hypothesis,,no_isolate_genome_MAG_or_unresolved,,moderate_novel_commensal,,novel human commensal; genome-level AMR/virulence screening required,True,0,0,0,0,0,uncharacterized,,no characterized obesity-relevant SCFA/bile mechanism,genus-level comparative-genomics prior (NOT de-novo annotation)
Ruminococcus_callidus,Ruminococcus,human_derived_commensal,obesity_microbiome_signature,enriched_in_obesity,0.0017,requires_genome_safety_review,screening_only,C_screening_hypothesis,GCF_049562855.1,Complete Genome,Ruminococcus callidus,moderate_novel_commensal,,novel human commensal; genome-level AMR/virulence screening required,True,0,0,0,1,0,mucin_interaction,,no characterized obesity-relevant SCFA/bile mechanism,genus-level comparative-genomics prior (NOT de-novo annotation)
Bacteroides_finegoldii,Bacteroides,human_derived_ngp,obesity_microbiome_signature,enriched_in_obesity,0.0017,requires_genome_safety_lbp,screening_only,C_screening_hypothesis,GCF_000156195.1,Scaffold,Bacteroides finegoldii DSM 17565,moderate_novel_commensal,,novel human commensal; genome-level AMR/virulence screening required,True,1,0,2,1,0,propionate_producer; mucin_interaction,,propionate -> satiety/lipogenesis modulation (favorable),genus-level comparative-genomics prior (NOT de-novo annotation)
Megamonas_hypermegale,Megamonas,human_derived_commensal,obesity_microbiome_signature,enriched_in_obesity,0.0015,requires_genome_safety_review,screening_only,C_screening_hypothesis,GCF_900187035.1,Complete Genome,Megamonas hypermegale,moderate_novel_commensal,,novel human commensal; genome-level AMR/virulence screening required,True,0,0,2,0,0,propionate_producer,,propionate -> satiety/lipogenesis modulation (favorable),genus-level comparative-genomics prior (NOT de-novo annotation)
Clostridium_innocuum,Clostridium,human_derived_ngp,obesity_microbiome_signature,enriched_in_obesity,0.0008,requires_genome_safety_lbp,screening_only,C_screening_hypothesis,GCF_012317185.1,Complete Genome,[Clostridium] innocuum,moderate_novel_commensal,genus_contains_pathogens_species_level_care,novel human commensal; genome-level AMR/virulence screening required,True,1,0,0,0,0,uncharacterized,,bile salt hydrolase -> cholesterol/lipid lowering (favorable),genus-level comparative-genomics prior (NOT de-novo annotation)
Bacteroides_clarus,Bacteroides,human_derived_ngp,obesity_microbiome_signature,enriched_in_obesity,0.0005,requires_genome_safety_lbp,screening_only,C_screening_hypothesis,GCF_015555825.1,Scaffold,Bacteroides clarus,moderate_novel_commensal,,novel human commensal; genome-level AMR/virulence screening required,True,1,0,2,1,0,propionate_producer; mucin_interaction,,propionate -> satiety/lipogenesis modulation (favorable),genus-level comparative-genomics prior (NOT de-novo annotation)
Asaccharobacter_celatus,Asaccharobacter,human_derived_commensal,obesity_microbiome_signature,enriched_in_obesity,0.0004,requires_genome_safety_review,screening_only,C_screening_hypothesis,GCA_016865385.1,Complete Genome,Adlercreutzia equolifaciens subsp. celatus,moderate_novel_commensal,,novel human commensal; genome-level AMR/virulence screening required,True,0,0,0,0,0,polyphenol_equol_metabolism,,no characterized obesity-relevant SCFA/bile mechanism,genus-level comparative-genomics prior (NOT de-novo annotation)
Bacteroides_faecis_CAG_32,Bacteroides,human_derived_ngp,obesity_microbiome_signature,enriched_in_obesity,0.0004,requires_genome_safety_lbp,screening_only,C_screening_hypothesis,,no_isolate_genome_MAG_or_unresolved,,moderate_novel_commensal,,novel human commensal; genome-level AMR/virulence screening required,True,1,0,2,1,0,propionate_producer; mucin_interaction,,propionate -> satiety/lipogenesis modulation (favorable),genus-level comparative-genomics prior (NOT de-novo annotation)
