rank,members,n_strains,axes,n_axes,diversity_mean,effect_mean_g,propionate_frac,culturability_mean,genus_diversity,spore_frac,composite_v2
14429,Victivallis_vadensis; Bacteroides_intestinalis; Intestinimonas_butyriciproducens; Butyrivibrio_crossotus,4,propionate+butyrate+mucin,3,0.153,0.223,0.25,0.788,1.0,0.5,0.5719
14430,Eubacterium_eligens; Bacteroides_intestinalis; Turicibacter_sanguinis; Butyrivibrio_crossotus; Fretibacterium_fastidiosum,5,propionate+butyrate+mucin,3,0.146,0.253,0.2,0.78,1.0,0.6,0.5719
14431,Eubacterium_siraeum; Akkermansia_muciniphila; Ruminococcus_lactaris; Intestinimonas_butyriciproducens; Turicibacter_sanguinis,5,propionate+butyrate+mucin,3,0.187,0.214,0.2,0.78,1.0,0.8,0.5719
14432,Alistipes_putredinis; Alistipes_indistinctus; Intestinimonas_butyriciproducens; Fretibacterium_fastidiosum,4,propionate+butyrate,2,0.178,0.249,0.5,0.75,0.75,0.25,0.5719
14433,Barnesiella_intestinihominis; Ruminococcus_lactaris; Bacteroides_intestinalis; Bifidobacterium_longum; Parabacteroides_goldsteinii,5,propionate+mucin,2,0.164,0.19,0.6,0.85,1.0,0.2,0.5719
14434,Barnesiella_intestinihominis; Alistipes_indistinctus; Turicibacter_sanguinis; Bifidobacterium_longum,4,propionate+mucin,2,0.195,0.181,0.5,0.8,1.0,0.25,0.5719
14435,Eubacterium_siraeum; Akkermansia_muciniphila; Bacteroides_cellulosilyticus; Turicibacter_sanguinis; Fretibacterium_fastidiosum,5,propionate+mucin,2,0.169,0.248,0.4,0.82,1.0,0.4,0.5719
14436,Odoribacter_splanchnicus; Alistipes_indistinctus; Butyrivibrio_crossotus; Bifidobacterium_animalis; Parabacteroides_goldsteinii,5,propionate+butyrate,2,0.15,0.209,0.6,0.85,1.0,0.2,0.5719
14437,Akkermansia_muciniphila; Bacteroides_cellulosilyticus; Bacteroides_dorei; Turicibacter_sanguinis; Bifidobacterium_animalis,5,propionate+mucin,2,0.168,0.204,0.6,0.9,0.8,0.2,0.5718
14438,Eubacterium_siraeum; Akkermansia_muciniphila; Intestinimonas_butyriciproducens; Turicibacter_sanguinis; Bifidobacterium_longum,5,propionate+butyrate+mucin,3,0.173,0.205,0.2,0.84,1.0,0.6,0.5718
14439,Alistipes_putredinis; Bacteroides_intestinalis; Bifidobacterium_longum; Parabacteroides_goldsteinii; Fretibacterium_fastidiosum,5,propionate+mucin,2,0.131,0.218,0.6,0.85,1.0,0.0,0.5718
14440,Akkermansia_muciniphila; Alistipes_indistinctus; Bacteroides_dorei; Turicibacter_sanguinis; Bifidobacterium_animalis,5,propionate+mucin,2,0.165,0.186,0.6,0.87,1.0,0.2,0.5718
14441,Barnesiella_intestinihominis; Odoribacter_splanchnicus; Ruminococcus_lactaris; Bifidobacterium_longum; Fretibacterium_fastidiosum,5,propionate+mucin,2,0.199,0.197,0.4,0.77,1.0,0.2,0.5718
14442,Akkermansia_muciniphila; Ruminococcus_lactaris; Intestinimonas_butyriciproducens; Butyrivibrio_crossotus,4,propionate+butyrate+mucin,3,0.165,0.227,0.25,0.8,1.0,0.75,0.5718
14443,Alistipes_putredinis; Bacteroides_cellulosilyticus; Bifidobacterium_longum; Bifidobacterium_animalis; Parabacteroides_goldsteinii,5,propionate+mucin,2,0.151,0.209,0.6,0.91,0.8,0.0,0.5718
14444,Victivallis_vadensis; Intestinimonas_butyriciproducens; Bacteroides_salyersiae; Bifidobacterium_animalis; Parabacteroides_goldsteinii,5,propionate+butyrate+mucin,3,0.123,0.197,0.4,0.84,1.0,0.2,0.5718
14445,Eubacterium_eligens; Bacteroides_dorei; Bacteroides_intestinalis; Bacteroides_salyersiae; Fretibacterium_fastidiosum,5,propionate+mucin,2,0.168,0.237,0.6,0.87,0.6,0.2,0.5718
14446,Odoribacter_splanchnicus; Bacteroides_dorei; Ruminococcus_lactaris; Bifidobacterium_animalis,4,propionate+mucin,2,0.195,0.175,0.5,0.837,1.0,0.25,0.5718
14447,Eubacterium_eligens; Bacteroides_cellulosilyticus; Victivallis_vadensis; Bacteroides_dorei; Bifidobacterium_longum,5,propionate+mucin,2,0.202,0.204,0.4,0.87,0.8,0.2,0.5718
14448,Odoribacter_splanchnicus; Eubacterium_siraeum; Bacteroides_dorei; Bifidobacterium_longum; Fretibacterium_fastidiosum,5,propionate+mucin,2,0.181,0.21,0.4,0.84,1.0,0.2,0.5718
14449,Eubacterium_eligens; Victivallis_vadensis; Alistipes_indistinctus; Bacteroides_dorei; Bifidobacterium_longum,5,propionate+mucin,2,0.199,0.186,0.4,0.84,1.0,0.2,0.5718
14450,Akkermansia_muciniphila; Victivallis_vadensis; Butyrivibrio_crossotus; Fretibacterium_fastidiosum,4,propionate+butyrate+mucin,3,0.139,0.222,0.25,0.775,1.0,0.25,0.5717
14451,Eubacterium_eligens; Bacteroides_cellulosilyticus; Victivallis_vadensis; Bifidobacterium_longum,4,propionate+mucin,2,0.205,0.211,0.25,0.85,1.0,0.25,0.5717
14452,Ruminococcus_lactaris; Bacteroides_intestinalis; Intestinimonas_butyriciproducens; Bacteroides_salyersiae; Fretibacterium_fastidiosum,5,propionate+butyrate+mucin,3,0.132,0.239,0.4,0.79,0.8,0.4,0.5717
14453,Bacteroides_cellulosilyticus; Victivallis_vadensis; Ruminococcus_lactaris; Intestinimonas_butyriciproducens; Bifidobacterium_longum,5,propionate+butyrate+mucin,3,0.166,0.206,0.2,0.79,1.0,0.4,0.5717
14454,Akkermansia_muciniphila; Bacteroides_cellulosilyticus; Turicibacter_sanguinis; Bifidobacterium_animalis,4,propionate+mucin,2,0.162,0.211,0.5,0.887,1.0,0.25,0.5717
14455,Eubacterium_eligens; Alistipes_indistinctus; Ruminococcus_lactaris; Turicibacter_sanguinis; Butyrivibrio_crossotus,5,propionate+butyrate+mucin,3,0.181,0.227,0.2,0.75,1.0,0.8,0.5717
14456,Eubacterium_siraeum; Intestinimonas_butyriciproducens; Bacteroides_salyersiae; Butyrivibrio_crossotus; Fretibacterium_fastidiosum,5,propionate+butyrate+mucin,3,0.135,0.264,0.2,0.8,1.0,0.6,0.5717
14457,Eubacterium_siraeum; Victivallis_vadensis; Bacteroides_intestinalis; Butyrivibrio_crossotus; Bifidobacterium_animalis,5,propionate+butyrate+mucin,3,0.155,0.213,0.2,0.84,1.0,0.4,0.5717
14458,Eubacterium_siraeum; Bacteroides_cellulosilyticus; Victivallis_vadensis; Alistipes_indistinctus; Turicibacter_sanguinis,5,propionate+mucin,2,0.195,0.218,0.4,0.78,1.0,0.4,0.5717
14459,Eubacterium_eligens; Bacteroides_intestinalis; Bacteroides_salyersiae; Fretibacterium_fastidiosum,4,propionate+mucin,2,0.162,0.253,0.5,0.85,0.75,0.25,0.5717
14460,Eubacterium_eligens; Victivallis_vadensis; Bacteroides_dorei; Bacteroides_salyersiae; Parabacteroides_goldsteinii,5,propionate+mucin,2,0.178,0.197,0.6,0.86,0.8,0.2,0.5717
14461,Barnesiella_intestinihominis; Bacteroides_dorei; Turicibacter_sanguinis; Fretibacterium_fastidiosum,4,propionate+mucin,2,0.176,0.214,0.5,0.762,1.0,0.25,0.5716
14462,Akkermansia_muciniphila; Bacteroides_cellulosilyticus; Bacteroides_dorei; Ruminococcus_lactaris; Turicibacter_sanguinis,5,propionate+mucin,2,0.187,0.206,0.6,0.84,0.8,0.4,0.5716
14463,Bacteroides_cellulosilyticus; Alistipes_indistinctus; Bacteroides_salyersiae; Bifidobacterium_animalis; Fretibacterium_fastidiosum,5,propionate+mucin,2,0.13,0.245,0.6,0.86,0.8,0.0,0.5716
14464,Akkermansia_muciniphila; Intestinimonas_butyriciproducens; Butyrivibrio_crossotus; Bifidobacterium_longum,4,propionate+butyrate+mucin,3,0.147,0.215,0.25,0.875,1.0,0.5,0.5716
14465,Akkermansia_muciniphila; Intestinimonas_butyriciproducens; Bifidobacterium_animalis; Fretibacterium_fastidiosum,4,propionate+butyrate+mucin,3,0.122,0.234,0.25,0.838,1.0,0.25,0.5716
14466,Odoribacter_splanchnicus; Alistipes_indistinctus; Butyrivibrio_crossotus; Bifidobacterium_longum; Parabacteroides_goldsteinii,5,propionate+butyrate,2,0.156,0.201,0.6,0.85,1.0,0.2,0.5716
14467,Eubacterium_siraeum; Akkermansia_muciniphila; Ruminococcus_lactaris; Butyrivibrio_crossotus; Bifidobacterium_animalis,5,propionate+butyrate+mucin,3,0.164,0.216,0.2,0.85,1.0,0.6,0.5716
14468,Akkermansia_muciniphila; Alistipes_indistinctus; Bacteroides_dorei; Ruminococcus_lactaris; Turicibacter_sanguinis,5,propionate+mucin,2,0.184,0.187,0.6,0.81,1.0,0.4,0.5716
14469,Alistipes_putredinis; Victivallis_vadensis; Bacteroides_dorei; Bacteroides_salyersiae; Turicibacter_sanguinis,5,propionate+mucin,2,0.201,0.175,0.6,0.8,0.8,0.2,0.5716
14470,Eubacterium_eligens; Victivallis_vadensis; Bacteroides_salyersiae; Parabacteroides_goldsteinii,4,propionate+mucin,2,0.175,0.202,0.5,0.838,1.0,0.25,0.5716
14471,Victivallis_vadensis; Ruminococcus_lactaris; Intestinimonas_butyriciproducens; Bacteroides_salyersiae; Parabacteroides_goldsteinii,5,propionate+butyrate+mucin,3,0.142,0.198,0.4,0.78,1.0,0.4,0.5716
14472,Bacteroides_dorei; Intestinimonas_butyriciproducens; Bacteroides_salyersiae; Butyrivibrio_crossotus; Bifidobacterium_animalis,5,propionate+butyrate+mucin,3,0.134,0.22,0.4,0.88,0.8,0.4,0.5716
14473,Barnesiella_intestinihominis; Bacteroides_dorei; Ruminococcus_lactaris; Bifidobacterium_animalis; Parabacteroides_goldsteinii,5,propionate+mucin,2,0.165,0.188,0.6,0.85,1.0,0.2,0.5716
14474,Bacteroides_intestinalis; Intestinimonas_butyriciproducens; Bacteroides_salyersiae; Bifidobacterium_longum; Fretibacterium_fastidiosum,5,propionate+butyrate+mucin,3,0.118,0.23,0.4,0.85,0.8,0.2,0.5715
14475,Bacteroides_cellulosilyticus; Intestinimonas_butyriciproducens; Bacteroides_salyersiae; Bifidobacterium_longum; Bifidobacterium_animalis,5,propionate+butyrate+mucin,3,0.138,0.22,0.4,0.91,0.6,0.2,0.5715
14476,Barnesiella_intestinihominis; Victivallis_vadensis; Intestinimonas_butyriciproducens; Turicibacter_sanguinis; Bifidobacterium_animalis,5,propionate+butyrate+mucin,3,0.183,0.187,0.2,0.76,1.0,0.4,0.5715
14477,Bacteroides_intestinalis; Bacteroides_salyersiae; Turicibacter_sanguinis; Butyrivibrio_crossotus,4,propionate+butyrate+mucin,3,0.135,0.221,0.5,0.837,0.75,0.5,0.5715
14478,Alistipes_indistinctus; Intestinimonas_butyriciproducens; Bacteroides_salyersiae; Bifidobacterium_longum; Bifidobacterium_animalis,5,propionate+butyrate+mucin,3,0.135,0.201,0.4,0.88,0.8,0.2,0.5715
14479,Alistipes_putredinis; Bacteroides_dorei; Bifidobacterium_animalis; Parabacteroides_goldsteinii; Fretibacterium_fastidiosum,5,propionate+mucin,2,0.132,0.216,0.6,0.85,1.0,0.0,0.5715
14480,Alistipes_putredinis; Ruminococcus_lactaris; Bacteroides_intestinalis; Bacteroides_salyersiae; Bifidobacterium_animalis,5,propionate+mucin,2,0.177,0.198,0.6,0.86,0.8,0.2,0.5715
14481,Eubacterium_eligens; Akkermansia_muciniphila; Victivallis_vadensis; Bacteroides_intestinalis; Turicibacter_sanguinis,5,propionate+mucin,2,0.207,0.194,0.4,0.82,1.0,0.4,0.5715
14482,Eubacterium_siraeum; Victivallis_vadensis; Ruminococcus_lactaris; Bacteroides_intestinalis; Butyrivibrio_crossotus,5,propionate+butyrate+mucin,3,0.174,0.214,0.2,0.78,1.0,0.6,0.5715
14483,Victivallis_vadensis; Bacteroides_intestinalis; Intestinimonas_butyriciproducens; Fretibacterium_fastidiosum,4,propionate+butyrate+mucin,3,0.135,0.232,0.25,0.75,1.0,0.25,0.5715
14484,Odoribacter_splanchnicus; Eubacterium_siraeum; Akkermansia_muciniphila; Turicibacter_sanguinis; Bifidobacterium_animalis,5,propionate+mucin,2,0.206,0.191,0.4,0.85,1.0,0.4,0.5715
14485,Victivallis_vadensis; Intestinimonas_butyriciproducens; Bacteroides_salyersiae; Bifidobacterium_longum; Parabacteroides_goldsteinii,5,propionate+butyrate+mucin,3,0.129,0.189,0.4,0.84,1.0,0.2,0.5714
14486,Akkermansia_muciniphila; Bacteroides_cellulosilyticus; Ruminococcus_lactaris; Turicibacter_sanguinis,4,propionate+mucin,2,0.186,0.213,0.5,0.812,1.0,0.5,0.5714
14487,Odoribacter_splanchnicus; Bacteroides_dorei; Ruminococcus_lactaris; Bifidobacterium_longum,4,propionate+mucin,2,0.201,0.165,0.5,0.837,1.0,0.25,0.5714
14488,Akkermansia_muciniphila; Ruminococcus_lactaris; Intestinimonas_butyriciproducens; Fretibacterium_fastidiosum,4,propionate+butyrate+mucin,3,0.146,0.236,0.25,0.762,1.0,0.5,0.5714
14489,Akkermansia_muciniphila; Alistipes_indistinctus; Bacteroides_dorei; Turicibacter_sanguinis; Bifidobacterium_longum,5,propionate+mucin,2,0.17,0.178,0.6,0.87,1.0,0.2,0.5714
14490,Akkermansia_muciniphila; Bacteroides_cellulosilyticus; Bacteroides_dorei; Turicibacter_sanguinis; Bifidobacterium_longum,5,propionate+mucin,2,0.173,0.197,0.6,0.9,0.8,0.2,0.5714
14491,Odoribacter_splanchnicus; Alistipes_indistinctus; Ruminococcus_lactaris; Parabacteroides_goldsteinii; Fretibacterium_fastidiosum,5,propionate+mucin,2,0.155,0.218,0.6,0.76,1.0,0.2,0.5714
14492,Bacteroides_dorei; Ruminococcus_lactaris; Intestinimonas_butyriciproducens; Bacteroides_salyersiae; Butyrivibrio_crossotus,5,propionate+butyrate+mucin,3,0.153,0.222,0.4,0.82,0.8,0.6,0.5714
14493,Eubacterium_siraeum; Ruminococcus_lactaris; Bacteroides_intestinalis; Intestinimonas_butyriciproducens; Bifidobacterium_animalis,5,propionate+butyrate+mucin,3,0.16,0.224,0.2,0.83,1.0,0.6,0.5714
14494,Victivallis_vadensis; Bacteroides_dorei; Bacteroides_salyersiae; Butyrivibrio_crossotus; Fretibacterium_fastidiosum,5,propionate+butyrate+mucin,3,0.133,0.218,0.4,0.8,0.8,0.2,0.5714
14495,Alistipes_putredinis; Victivallis_vadensis; Bacteroides_salyersiae; Turicibacter_sanguinis,4,propionate+mucin,2,0.204,0.175,0.5,0.763,1.0,0.25,0.5714
14496,Eubacterium_siraeum; Victivallis_vadensis; Bacteroides_dorei; Intestinimonas_butyriciproducens; Turicibacter_sanguinis,5,propionate+butyrate+mucin,3,0.184,0.201,0.2,0.77,1.0,0.6,0.5714
14497,Odoribacter_splanchnicus; Eubacterium_siraeum; Victivallis_vadensis; Bacteroides_intestinalis; Turicibacter_sanguinis,5,propionate+mucin,2,0.216,0.189,0.4,0.78,1.0,0.4,0.5714
14498,Odoribacter_splanchnicus; Bacteroides_cellulosilyticus; Victivallis_vadensis; Ruminococcus_lactaris; Bifidobacterium_animalis,5,propionate+mucin,2,0.199,0.192,0.4,0.8,1.0,0.2,0.5714
14499,Bacteroides_cellulosilyticus; Alistipes_indistinctus; Ruminococcus_lactaris; Bacteroides_salyersiae; Fretibacterium_fastidiosum,5,propionate+mucin,2,0.149,0.246,0.6,0.8,0.8,0.2,0.5714
14500,Barnesiella_intestinihominis; Eubacterium_eligens; Bacteroides_intestinalis; Bifidobacterium_longum; Bifidobacterium_animalis,5,propionate+mucin,2,0.2,0.2,0.4,0.9,0.8,0.2,0.5713
14501,Akkermansia_muciniphila; Intestinimonas_butyriciproducens; Turicibacter_sanguinis; Butyrivibrio_crossotus; Parabacteroides_goldsteinii,5,propionate+butyrate+mucin,3,0.132,0.222,0.4,0.82,1.0,0.6,0.5713
14502,Eubacterium_siraeum; Victivallis_vadensis; Bacteroides_intestinalis; Butyrivibrio_crossotus; Bifidobacterium_longum,5,propionate+butyrate+mucin,3,0.16,0.205,0.2,0.84,1.0,0.4,0.5713
14503,Alistipes_putredinis; Bacteroides_dorei; Ruminococcus_lactaris; Parabacteroides_goldsteinii; Fretibacterium_fastidiosum,5,propionate+mucin,2,0.151,0.218,0.6,0.79,1.0,0.2,0.5713
14504,Bacteroides_cellulosilyticus; Bacteroides_dorei; Bacteroides_intestinalis; Bacteroides_salyersiae; Turicibacter_sanguinis,5,propionate+mucin,2,0.168,0.218,0.8,0.89,0.4,0.2,0.5713
14505,Bacteroides_dorei; Intestinimonas_butyriciproducens; Bacteroides_salyersiae; Bifidobacterium_animalis; Fretibacterium_fastidiosum,5,propionate+butyrate+mucin,3,0.119,0.228,0.4,0.85,0.8,0.2,0.5713
14506,Barnesiella_intestinihominis; Bacteroides_dorei; Ruminococcus_lactaris; Bifidobacterium_longum; Parabacteroides_goldsteinii,5,propionate+mucin,2,0.17,0.18,0.6,0.85,1.0,0.2,0.5713
14507,Bacteroides_cellulosilyticus; Alistipes_indistinctus; Bacteroides_salyersiae; Bifidobacterium_longum; Fretibacterium_fastidiosum,5,propionate+mucin,2,0.136,0.237,0.6,0.86,0.8,0.0,0.5713
14508,Odoribacter_splanchnicus; Eubacterium_siraeum; Akkermansia_muciniphila; Ruminococcus_lactaris; Turicibacter_sanguinis,5,propionate+mucin,2,0.225,0.192,0.4,0.79,1.0,0.6,0.5713
14509,Barnesiella_intestinihominis; Eubacterium_eligens; Victivallis_vadensis; Turicibacter_sanguinis,4,propionate+mucin,2,0.25,0.19,0.25,0.737,1.0,0.5,0.5713
14510,Eubacterium_eligens; Bacteroides_dorei; Turicibacter_sanguinis; Butyrivibrio_crossotus; Fretibacterium_fastidiosum,5,propionate+butyrate+mucin,3,0.152,0.244,0.2,0.78,1.0,0.6,0.5713
14511,Barnesiella_intestinihominis; Bacteroides_cellulosilyticus; Victivallis_vadensis; Turicibacter_sanguinis; Fretibacterium_fastidiosum,5,propionate+mucin,2,0.184,0.223,0.4,0.74,1.0,0.2,0.5713
14512,Akkermansia_muciniphila; Bacteroides_dorei; Bacteroides_salyersiae; Turicibacter_sanguinis; Parabacteroides_goldsteinii,5,propionate+mucin,2,0.149,0.189,0.8,0.89,0.8,0.2,0.5713
14513,Barnesiella_intestinihominis; Victivallis_vadensis; Ruminococcus_lactaris; Intestinimonas_butyriciproducens; Turicibacter_sanguinis,5,propionate+butyrate+mucin,3,0.202,0.188,0.2,0.7,1.0,0.6,0.5713
14514,Barnesiella_intestinihominis; Eubacterium_siraeum; Ruminococcus_lactaris; Bacteroides_salyersiae; Bifidobacterium_animalis,5,propionate+mucin,2,0.199,0.203,0.4,0.84,1.0,0.4,0.5713
14515,Bacteroides_dorei; Intestinimonas_butyriciproducens; Bacteroides_salyersiae; Butyrivibrio_crossotus; Bifidobacterium_longum,5,propionate+butyrate+mucin,3,0.139,0.212,0.4,0.88,0.8,0.4,0.5713
14516,Alistipes_indistinctus; Bacteroides_dorei; Bacteroides_intestinalis; Bacteroides_salyersiae; Turicibacter_sanguinis,5,propionate+mucin,2,0.165,0.2,0.8,0.86,0.6,0.2,0.5713
14517,Akkermansia_muciniphila; Victivallis_vadensis; Alistipes_indistinctus; Fretibacterium_fastidiosum,4,propionate+mucin,2,0.163,0.208,0.5,0.775,1.0,0.0,0.5712
14518,Victivallis_vadensis; Alistipes_indistinctus; Ruminococcus_lactaris; Intestinimonas_butyriciproducens,4,propionate+butyrate+mucin,3,0.179,0.198,0.25,0.713,1.0,0.5,0.5712
14519,Barnesiella_intestinihominis; Victivallis_vadensis; Intestinimonas_butyriciproducens; Turicibacter_sanguinis; Bifidobacterium_longum,5,propionate+butyrate+mucin,3,0.189,0.179,0.2,0.76,1.0,0.4,0.5712
14520,Alistipes_putredinis; Eubacterium_eligens; Intestinimonas_butyriciproducens; Turicibacter_sanguinis,4,propionate+butyrate,2,0.234,0.229,0.25,0.762,1.0,0.75,0.5712
14521,Akkermansia_muciniphila; Bacteroides_cellulosilyticus; Turicibacter_sanguinis; Bifidobacterium_longum,4,propionate+mucin,2,0.168,0.202,0.5,0.887,1.0,0.25,0.5712
14522,Alistipes_putredinis; Bacteroides_dorei; Bifidobacterium_longum; Parabacteroides_goldsteinii; Fretibacterium_fastidiosum,5,propionate+mucin,2,0.137,0.209,0.6,0.85,1.0,0.0,0.5712
14523,Akkermansia_muciniphila; Intestinimonas_butyriciproducens; Bifidobacterium_longum; Fretibacterium_fastidiosum,4,propionate+butyrate+mucin,3,0.129,0.224,0.25,0.838,1.0,0.25,0.5712
14524,Odoribacter_splanchnicus; Bacteroides_intestinalis; Bacteroides_salyersiae; Bifidobacterium_animalis; Fretibacterium_fastidiosum,5,propionate+mucin,2,0.151,0.216,0.6,0.86,0.8,0.0,0.5712
14525,Alistipes_putredinis; Ruminococcus_lactaris; Bacteroides_intestinalis; Bacteroides_salyersiae; Bifidobacterium_longum,5,propionate+mucin,2,0.182,0.19,0.6,0.86,0.8,0.2,0.5712
14526,Eubacterium_siraeum; Akkermansia_muciniphila; Ruminococcus_lactaris; Butyrivibrio_crossotus; Bifidobacterium_longum,5,propionate+butyrate+mucin,3,0.169,0.208,0.2,0.85,1.0,0.6,0.5712
14527,Alistipes_putredinis; Eubacterium_siraeum; Bacteroides_salyersiae; Bifidobacterium_animalis; Fretibacterium_fastidiosum,5,propionate+mucin,2,0.165,0.231,0.4,0.84,1.0,0.2,0.5712
14528,Victivallis_vadensis; Bacteroides_dorei; Intestinimonas_butyriciproducens; Butyrivibrio_crossotus,4,propionate+butyrate+mucin,3,0.161,0.21,0.25,0.788,1.0,0.5,0.5711
14529,Eubacterium_siraeum; Bacteroides_cellulosilyticus; Alistipes_indistinctus; Ruminococcus_lactaris; Bifidobacterium_animalis,5,propionate+mucin,2,0.178,0.231,0.4,0.84,1.0,0.4,0.5711
14530,Akkermansia_muciniphila; Bacteroides_salyersiae; Turicibacter_sanguinis; Parabacteroides_goldsteinii,4,propionate+mucin,2,0.139,0.192,0.75,0.875,1.0,0.25,0.5711
14531,Alistipes_putredinis; Eubacterium_eligens; Alistipes_indistinctus; Ruminococcus_lactaris; Bifidobacterium_animalis,5,propionate+mucin,2,0.217,0.211,0.4,0.81,0.8,0.4,0.5711
14532,Akkermansia_muciniphila; Turicibacter_sanguinis; Butyrivibrio_crossotus,3,propionate+butyrate+mucin,3,0.155,0.211,0.33,0.817,1.0,0.67,0.5711
14533,Odoribacter_splanchnicus; Eubacterium_siraeum; Akkermansia_muciniphila; Turicibacter_sanguinis; Bifidobacterium_longum,5,propionate+mucin,2,0.211,0.183,0.4,0.85,1.0,0.4,0.5711
14534,Odoribacter_splanchnicus; Bacteroides_cellulosilyticus; Victivallis_vadensis; Ruminococcus_lactaris; Bifidobacterium_longum,5,propionate+mucin,2,0.204,0.184,0.4,0.8,1.0,0.2,0.5711
14535,Odoribacter_splanchnicus; Eubacterium_eligens; Victivallis_vadensis; Butyrivibrio_crossotus; Parabacteroides_goldsteinii,5,propionate+butyrate,2,0.199,0.208,0.4,0.8,1.0,0.4,0.5711
14536,Bacteroides_dorei; Ruminococcus_lactaris; Intestinimonas_butyriciproducens; Bacteroides_salyersiae; Fretibacterium_fastidiosum,5,propionate+butyrate+mucin,3,0.138,0.229,0.4,0.79,0.8,0.4,0.5711
14537,Eubacterium_siraeum; Victivallis_vadensis; Bacteroides_dorei; Butyrivibrio_crossotus; Bifidobacterium_animalis,5,propionate+butyrate+mucin,3,0.161,0.203,0.2,0.84,1.0,0.4,0.5711
14538,Odoribacter_splanchnicus; Victivallis_vadensis; Bacteroides_salyersiae; Bifidobacterium_animalis; Parabacteroides_goldsteinii,5,propionate+mucin,2,0.162,0.175,0.6,0.85,1.0,0.0,0.5711
14539,Alistipes_putredinis; Ruminococcus_lactaris; Intestinimonas_butyriciproducens; Butyrivibrio_crossotus; Bifidobacterium_animalis,5,propionate+butyrate+mucin,3,0.166,0.222,0.2,0.79,1.0,0.6,0.571
14540,Odoribacter_splanchnicus; Ruminococcus_lactaris; Bacteroides_intestinalis; Bacteroides_salyersiae; Fretibacterium_fastidiosum,5,propionate+mucin,2,0.17,0.217,0.6,0.8,0.8,0.2,0.571
14541,Alistipes_putredinis; Eubacterium_siraeum; Ruminococcus_lactaris; Bacteroides_salyersiae; Fretibacterium_fastidiosum,5,propionate+mucin,2,0.184,0.232,0.4,0.78,1.0,0.4,0.571
14542,Barnesiella_intestinihominis; Victivallis_vadensis; Ruminococcus_lactaris; Butyrivibrio_crossotus; Bifidobacterium_animalis,5,propionate+butyrate+mucin,3,0.179,0.19,0.2,0.77,1.0,0.4,0.571
14543,Alistipes_putredinis; Bacteroides_dorei; Ruminococcus_lactaris; Bacteroides_salyersiae; Bifidobacterium_animalis,5,propionate+mucin,2,0.183,0.188,0.6,0.86,0.8,0.2,0.571
14544,Barnesiella_intestinihominis; Eubacterium_siraeum; Ruminococcus_lactaris; Bacteroides_salyersiae; Bifidobacterium_longum,5,propionate+mucin,2,0.204,0.195,0.4,0.84,1.0,0.4,0.571
14545,Bacteroides_cellulosilyticus; Bacteroides_intestinalis; Bacteroides_salyersiae; Turicibacter_sanguinis,4,propionate+mucin,2,0.163,0.229,0.75,0.875,0.5,0.25,0.571
14546,Eubacterium_siraeum; Ruminococcus_lactaris; Bacteroides_intestinalis; Intestinimonas_butyriciproducens; Bifidobacterium_longum,5,propionate+butyrate+mucin,3,0.165,0.216,0.2,0.83,1.0,0.6,0.571
14547,Alistipes_indistinctus; Bacteroides_intestinalis; Bacteroides_salyersiae; Turicibacter_sanguinis,4,propionate+mucin,2,0.159,0.206,0.75,0.838,0.75,0.25,0.571
14548,Akkermansia_muciniphila; Intestinimonas_butyriciproducens; Turicibacter_sanguinis; Parabacteroides_goldsteinii; Fretibacterium_fastidiosum,5,propionate+butyrate+mucin,3,0.117,0.23,0.4,0.79,1.0,0.4,0.571
14549,Alistipes_putredinis; Eubacterium_eligens; Victivallis_vadensis; Ruminococcus_lactaris; Parabacteroides_goldsteinii,5,propionate+mucin,2,0.21,0.198,0.4,0.77,1.0,0.4,0.571
14550,Odoribacter_splanchnicus; Eubacterium_eligens; Intestinimonas_butyriciproducens; Bifidobacterium_animalis; Parabacteroides_goldsteinii,5,propionate+butyrate,2,0.186,0.218,0.4,0.85,1.0,0.4,0.571
14551,Odoribacter_splanchnicus; Alistipes_putredinis; Victivallis_vadensis; Turicibacter_sanguinis; Butyrivibrio_crossotus,5,propionate+butyrate,2,0.222,0.187,0.4,0.74,1.0,0.4,0.5709
14552,Barnesiella_intestinihominis; Odoribacter_splanchnicus; Victivallis_vadensis; Turicibacter_sanguinis; Bifidobacterium_animalis,5,propionate+mucin,2,0.222,0.165,0.4,0.77,1.0,0.2,0.5709
14553,Eubacterium_eligens; Bacteroides_dorei; Bacteroides_salyersiae; Fretibacterium_fastidiosum,4,propionate+mucin,2,0.17,0.241,0.5,0.85,0.75,0.25,0.5709
14554,Odoribacter_splanchnicus; Victivallis_vadensis; Ruminococcus_lactaris; Bacteroides_salyersiae; Parabacteroides_goldsteinii,5,propionate+mucin,2,0.181,0.176,0.6,0.79,1.0,0.2,0.5709
14555,Odoribacter_splanchnicus; Alistipes_indistinctus; Bacteroides_salyersiae; Bifidobacterium_longum; Bifidobacterium_animalis,5,propionate+mucin,2,0.173,0.18,0.6,0.89,0.8,0.0,0.5709
14556,Odoribacter_splanchnicus; Bacteroides_cellulosilyticus; Bacteroides_salyersiae; Bifidobacterium_longum; Bifidobacterium_animalis,5,propionate+mucin,2,0.176,0.198,0.6,0.92,0.6,0.0,0.5709
