evidence_id,source_database,source_accession,source_url,title,abstract,publication_types,clinical_interventions,enrollment,phase,primary_outcomes,secondary_outcomes,arms,detail_status
EUROPEPMC:41516407,PubMed,41516407,https://europepmc.org/article/MED/41516407,Inflammation and Resolution in Obesity-Related Cardiovascular Disease.,"Obesity-associated inflammation underlies much of cardiometabolic pathology, reflecting the convergence of chronic, low-grade systemic immune activation with region-specific maladaptation of adipose depots. Among these, epicardial adipose tissue (EAT)-a visceral fat layer contiguous with the myocardium and sharing its microvasculature-functions as a cardio-proximal immunometabolic interface that influences atrial fibrillation, heart failure with preserved ejection fraction, and coronary atherogenesis through paracrine crosstalk. These relationships extend beyond crude measures of adiposity, emphasizing the primacy of local inflammatory signaling, adipokine flux, and fibro-inflammatory remodeling at the EAT-myocardium interface. Of importance, substantial weight reduction only partially reverses obesity-imprinted transcriptional and epigenetic programs across subcutaneous, visceral, and epicardial depots, supporting the concept of an enduring adipose memory that sustains cardiovascular (CV) risk despite metabolic improvement. Accordingly, therapeutic strategies should move beyond weight-centric management toward mechanism-guided interventions. Resolution pharmacology-leveraging specialized pro-resolving mediators and their cognate G-protein-coupled receptors-offers a biologically plausible means to terminate inflammation and reprogram immune-stromal interactions within adipose and CV tissues. Although preclinical studies report favorable effects on vascular remodeling, myocardial injury, and arrhythmic vulnerability, clinical translation is constrained by pharmacokinetic liabilities of native mediators and by incomplete validation of biomarkers for target engagement. This review integrates mechanistic, depot-resolved, and therapeutic evidence to inform the design of next-generation anti-inflammatory strategies for obesity-related CV disease.",Journal Article; Review,,,,,,,ok
EUROPEPMC:41605465,PubMed,41605465,https://europepmc.org/article/MED/41605465,Metabolic syndrome and a broken heart: trust your gut or risk your heart.,"Gut dysbiosis is increasingly recognized as a contributor to heart failure; however, its specific role in the development of metabolic syndrome-induced heart failure (MetS-HF) remains poorly defined. A defining feature of MetS-HF is cardiac steatosis, which drives lipotoxicity, maladaptive remodeling, and progressive cardiac dysfunction. This review integrates mechanistic and translational evidence showing how gut microbiota dysbiosis initiates and exacerbates MetS-HF by disrupting lipid homeostasis, leading to myocardial steatosis, metabolic remodeling, cardiomyocyte death, adverse structural remodeling, and impaired cardiac performance. We also highlight how gut dysbiosis promotes systemic inflammation and hypertension, further aggravating cardiac dysfunction in MetS-HF. Finally, we discuss the potential of artificial intelligence, integrative multiomics, and network-based bioinformatics to elucidate the molecular pathways linking gut dysbiosis to MetS-HF and to identify novel therapeutic targets.",Journal Article; Review,,,,,,,ok
EUROPEPMC:41656244,PubMed,41656244,https://europepmc.org/article/MED/41656244,Multiomics: the intersection of personalized nutrition in cardiometabolic diseases.,"Cardiometabolic diseases are among the leading causes of increasing morbidity and mortality worldwide. However, current population-based dietary recommendations do not sufficiently account for biological differences between individuals and therefore do not have the same effect on everyone. The multiomic approach, which incorporates genomic, epigenomic, transcriptomic, proteomic, metabolomic, and microbiome data, facilitates more accurate classification of disease risk and selection of appropriate nutritional interventions by mapping food-disease relationships across different biological layers.; Through a narrative synthesis of the current literature, we focused on evidence from multiomic studies to assess their ability to guide personalized nutrition strategies based on individual genetic, metabolic, and microbiome characteristics in cardiometabolic diseases.; Recent evidence indicates that metabolomic markers have been reported to provide predictive value in addition to classic risk indicators and to increase the predictive power of models when combined with genetic data. Microbiome research shows that glycemic and lipemic responses can be predicted using algorithms based on gut microbiota. Recent clinical studies show that personalized nutrition plans, which evaluate the microbiome and clinical characteristics together, improve continuous glucose monitoring-based glycemic control, glycated hemoglobin levels, and triglycerides more than the classic Mediterranean diet.; This review summarizes the current multiomic evidence, discusses the methodological and practical challenges in this field, and highlights future priorities. The integration of digital biomarkers obtained from wearable technologies with multiomic systems and artificial intelligence-supported models, when developed in accordance with ethical and equitable access principles, has the potential to support the transition from the discovery phase to patient-centered clinical applications.; [Image: see text]",Journal Article; Review,,,,,,,ok
EUROPEPMC:41696101,PubMed,41696101,https://europepmc.org/article/MED/41696101,"Gut microbiota dysbiosis, circulating microbial genetic traces, and their role in gestational diabetes.","Diabetes mellitus is a leading metabolic and non-communicable disease, affecting nearly 537 million adults worldwide. Recent research highlights the gut microbiota as a crucial factor in the onset and progression of diabetes. Gut microbial dysbiosis, an imbalance in microbial composition, has been increasingly recognized as a contributor to diabetes pathogenesis during pregnancy. The gut microbiome is influenced by multiple internal and external factors, which can worsen diabetes-related complications. A higher abundance of pathogenic microbes may lead to the release of microbial metabolites or DNA into circulation, contributing to metabolic disorders such as obesity, cardiovascular disease, and liver dysfunction. Microbial nucleic acids have been identified in the bloodstream of individuals with diabetes and in pregnant women, suggesting the existence of a circulating or blood microbiome. Various physiological and pathological conditions may permit gut microbes or their components to enter the bloodstream. This review introduces the concept that the blood microbiome may play a critical role during pregnancy, potentially increasing susceptibility to diabetes. It emphasizes the mechanistic link between gut dysbiosis, microbial translocation, and pregnancy-associated metabolic disturbances. Exploring gut and blood microbiome interactions in pregnancy could reveal early biomarkers and therapeutic targets for gestational diabetes mellitus. Future studies should focus on longitudinal microbiome analyses and interventions to restore microbial balance, offering new preventive strategies against diabetes during pregnancy.",Journal Article; Review,,,,,,,ok
EUROPEPMC:41788774,PubMed,41788774,https://europepmc.org/article/MED/41788774,Dietary interventions for modulating the gut microbiome in PCOS management.,"Polycystic ovary syndrome (PCOS) is a multifactorial endocrine disorder affecting about 10% of reproductive-age women. It is defined by insulin resistance, androgen excess, and chronic inflammation, which drive both reproductive and metabolic complications. Growing evidence suggests that gut microbiome dysbiosis contributes to PCOS by altering intestinal permeability, promoting endotoxemia, and worsening hormonal and metabolic dysfunction. Diet, as a modifiable factor, may offer a therapeutic route to restore microbial balance and improve outcomes.; This review aims to (1) synthesize evidence on how diet shapes gut microbiome composition in PCOS; (2) evaluate the effects of specific dietary patterns on microbial diversity, insulin sensitivity, lipid metabolism, and hormonal regulation; and (3) identify dietary components that may improve clinical outcomes.; Evidence from observational studies, randomized trials, and meta-analyses was reviewed to assess how dietary interventions influence gut microbiome modulation and PCOS outcomes. Dietary patterns-including the Mediterranean diet, low-glycemic index diets, anti-inflammatory diets, time-restricted eating, and probiotic supplementation-were examined for their effects on microbiota and metabolic or hormonal measures.; Dietary interventions can beneficially alter gut microbiota, reduce systemic inflammation, improve insulin sensitivity, and lower androgen levels. The Mediterranean diet enhances microbial diversity and is associated with reduced PCOS risk. Low-glycemic index diets improve metabolic and hormonal profiles by lowering insulin demand. Anti-inflammatory diets and time-restricted eating may restore microbial rhythmicity and reduce inflammatory and endocrine imbalances. Probiotic supplementation, particularly with Lactobacillus and Bifidobacterium, strengthens gut integrity and benefits metabolic and hormonal outcomes. A multi-component dietary plan integrating high-fiber foods, probiotics, anti-inflammatory nutrients, low glycemic load, and structured eating patterns is proposed.; Modulating the gut microbiome through diet is a promising, non-invasive, cost-effective strategy for PCOS management. By targeting insulin resistance, androgen excess, and inflammation, nutrition-based interventions can improve metabolic and reproductive outcomes. Long-term randomized trials are needed to strengthen causal evidence and guide personalized dietary approaches.",Journal Article; Review,,,,,,,ok
EUROPEPMC:41867670,PubMed,41867670,https://europepmc.org/article/MED/41867670,Evaluation of nutritional interventions and their impact on metabolic syndrome risk markers in older adults.,"Metabolic syndrome (MetS) is extremely common in the elderly and strongly increases the chances of cardiovascular disease, diabetes with a type 2, and functional impairment. Although the positive effects of certain dietary interventions have been proved by controlled trials, little evidence has been provided concerning the usefulness of nutritional strategies in the ordinary clinical settings among the elderly population.; The aim of the study was to assess the effects of documented nutritional intervention on the metabolic syndrome risk markers in older adults based on real-world clinical data.; The retrospective analysis of electronic medical records of 1,300 adults aged ≥ 60 years with MetS, who received treatment in January 2019-December 2024 in tertiary hospitals and their affiliated outpatient clinics, was conducted. Exposures to nutrition were Mediterranean-style diets, DASH-type diets, low-carbohydrate and high-fiber counseling, calorie limited diets, Omega-3 and vitamin D, and combined interventions. The alterations in the anthropometric parameters, glycemic parameters, lipid parameters, blood pressure parameters, inflammatory/oxidative stress parameters, nutritional intake and MetS status were evaluated. Multivariate logistic regression was used to establish predictors of MetS improvement.; The findings were significant in all the MetS components. Body weight (-2.9 kg), waist circumference (-3.8 cm), visceral fat index (-1.3), fasting glucose (-7.9 mg/dL), HbA1c level (-0.3%), HOMA-IR (-0.7), triglycerides (-24.9 mg/dL), LDL cholesterol (-11.8 mg/dL), systolic blood pressure (-7.7mmH). There was a significant increase in diet quality scores and also the increase in fiber, omega-3, vitamin D, potassium, and magnesium dietary consumption and decrease in sodium, dietary consumption. All in all, 41.4% of the respondents had partial or total MetS resolution. Dietary style of Mediterranean origin, fiber consumption ≥ 25 g/day, ≥ 5% weight loss, omega-3 supplementation, vitamin D deficiency, low sodium consumption, and exercise alone forecasted MetS improvement.; Nutritional interventions are linked to significant changes in metabolic, inflammatory, and cardiovascular risk factors in older adults with MetS in their routine clinical practice. These observations favor the position of real-life dietary interventions as good measures to counteract MetS and enhance healthier aging.",Journal Article,,,,,,,ok
EUROPEPMC:PMC13237850,publisher supplementary data,PMC13237850,,"Nutritional priorities to support GLP-1 therapy for obesity: a joint Advisory from the American College of Lifestyle Medicine, the American Society for Nutrition, the Obesity Medicine Association, and The Obesity Society",,,,,,,,,unsupported_source
PMID:41902532,PubMed,41902532,https://pubmed.ncbi.nlm.nih.gov/41902532/,Gut Dysbiosis as a Shared Mechanism in Obesity and Hypertension: Exploring a Promising Therapeutic Avenue.,"Obesity and hypertension are interrelated global health challenges sharing common pathophysiological mechanisms, including insulin resistance, chronic inflammation and neurohormonal dysregulation. Emerging evidence highlights the gut microbiome as a crucial mediator in this interplay, influencing intestinal barrier integrity, systemic inflammation and metabolic homeostasis.; In this narrative review, we critically examine the interplay between obesity-induced hypertension and the gut microbiome, evaluating current evidence, therapeutic implications and future research priorities.; Obesity-associated gut dysbiosis disrupts the intestinal epithelial barrier, increasing translocation of bacterial products like lipopolysaccharides into circulation, promoting systemic inflammation that exacerbates insulin resistance, adipose dysfunction and hypertension. Current treatments targeting obesity, from lifestyle modification to bariatric surgery, show beneficial effects on blood pressure, but microbiome-targeted interventions are an evolving therapeutic frontier. Prebiotics, probiotics, synbiotics and faecal microbiota transplantation have demonstrated potential antihypertensive effects in preclinical and clinical studies, although findings are heterogeneous and require confirmation in larger randomised trials. Methodological challenges remain, including the need for advanced microbial sampling techniques beyond faecal analysis to fully capture disease-relevant microbiota alterations.; This review synthesises current knowledge on gut microbiome involvement in obesity-induced hypertension, evaluates microbiome-based therapeutic strategies and identifies critical research gaps to guide future investigations aimed at mitigating the dual pandemics of obesity and hypertension.",Journal Article; Review,,,,,,,ok
EUROPEPMC:40212169,PubMed,40212169,https://europepmc.org/article/MED/40212169,Influence of gut microbiota on the pediatric endocrine system and associated disorders.,"The microbiota, a complex assembly of microorganisms residing in various body systems, including the gastrointestinal tract, plays a crucial role in influencing various physiological processes in the human body. The dynamic nature of gut microbiota is especially pronounced in children and is influenced by factors like breastfeeding and antibiotic use. Dysbiosis, characterized by alterations in microbiota composition or function, is associated with several pediatric endocrine disorders, such as precocious puberty, polycystic ovarian syndrome, and diabetes mellitus. This review focuses on the intricate relationship between gut microbiota and the pediatric endocrine system. The aim of this narrative review is to critically examine the existing literature to elucidate the impact of gut microbiota on the pediatric endocrine system and associated disorders. Additionally, potential interventions, such as probiotics and current gaps in knowledge, will be discussed. Despite emerging treatments like probiotics, further research is needed to understand and validate their effectiveness in treating pediatric endocrine disorders associated with dysbiosis.",Journal Article; Review,,,,,,,ok
EUROPEPMC:40362796,PubMed,40362796,https://europepmc.org/article/MED/40362796,The Role of Nutraceuticals and Probiotics in Addition to Lifestyle Intervention in the Management of Childhood Obesity-Part 2: Comorbidities.,"Pediatric obesity is associated with a wide range of comorbidities beyond metabolic changes, affecting cardiovascular, endocrine, reproductive, musculoskeletal systems, and also mental health. Hypertension, commonly observed in children with obesity, increases the risk of long-term cardiovascular disease. Polycystic ovary syndrome (PCOS) presents another significant endo-reproductive challenge that often develops during adolescence in females, leading to further comorbidities in adulthood. Additionally, excess adiposity can negatively impact bone health by modifying bone metabolism and increasing fracture risk. Obesity is also strongly linked to mental health disorders, including depression, anxiety, and low self-esteem, which can further exacerbate unhealthy lifestyle behaviors and disorders. Given the limitations and poor adherence of traditional treatment strategies, nutraceuticals have emerged as potential complementary therapies due to their bioactive properties. Various compounds have demonstrated antihypertensive, insulin-sensitizing, and anti-inflammatory effects, while others support bone metabolism and promote mental well-being. Herewith, we discuss the role of nutraceuticals in managing hypertension, PCOS, bone health, and mental health issues in individuals with obesity, evaluating their mechanisms of action and clinical relevance. Integrating nutraceutical compounds with dietary and lifestyle interventions may improve treatment outcomes and prevent obesity-related comorbidities. Further, we emphasize the need for further large-scale clinical studies, especially in pediatric patients.",Journal Article; Review,,,,,,,ok
EUROPEPMC:40917089,PubMed,40917089,https://europepmc.org/article/MED/40917089,Therapeutic effects of olive leaf tea (,"Olive leaf has strong antibacterial and anti-inflammatory properties, potentially modulating gut microbiota composition. This may help address small intestinal bacterial overgrowth (SIBO), a gastrointestinal (GI) problem causing malabsorption and potential complications.; This study aimed to observe the effect of olive leaf tea (OLT) on GI symptoms, body composition, and the hydrogen/methane breath test among patients suffering from SIBO.; A total of 49 SIBO individuals, confirmed after a glucose breath test (GBT), were divided randomly into two groups. The treatment group (n = 25) took OLT (1.7 g leaf powder/250 mL water) twice/day for 2 months, and the control group (n = 24) was given no tea. After the intervention, GBT was conducted, and symptoms were assessed through the GI symptom rating scale (GSRS) and symptomatic questionnaire, and body composition parameters were assessed. The area under the curve, chi-square, independent, and paired sample t-tests were performed for data analysis.; In the intervention group, there was a significant decrease observed in GSRS score (from 19 to 6.8), symptomatic score (4.1 to 1.7), H2/CH4 peak (20.8-5.7 ppm), mean H2 (p = 0.0041) and mean H2 + CH4 production (p = 0.0043), with 88% GBT normalization rate (p = 0.001), as compared to the control group. A significant decrease in weight, TBW, BMR, and muscle mass was also documented (p < 0.05).; This study concludes that OLT consumption might have therapeutic benefits against SIBO by alleviating symptoms and normalizing GBT, but does not significantly improve body composition parameters.",Journal Article,,,,,,,ok
EUROPEPMC:41003008,PubMed,41003008,https://europepmc.org/article/MED/41003008,Dietary Modulation of Metabolic Health: From Bioactive Compounds to Personalized Nutrition.,"Metabolic health is a dynamic equilibrium influenced by diet and lifestyle. This review synthesizes evidence on how specific dietary patterns and bioactive nutrients modulate metabolic disorders. Diets like the Mediterranean and DASH plans consistently improve cardiometabolic markers: a Mediterranean diet can halve metabolic syndrome prevalence (~52% reduction) in as little as 6 months, while the DASH diet typically lowers systolic blood pressure by ~5-7 mmHg and modestly improves lipid profiles (LDL-C by ~3-5 mg/dL). Plant-based diets (vegetarian/vegan) are associated with lower BMI, improved insulin sensitivity, and reduced inflammation. Ketogenic diets induce rapid weight loss (~12% body weight vs. 4% on control diets) and improve glycemic control (reducing HbA1c and triglycerides), though long-term effects (elevated LDL) warrant caution. Bioactive compounds present in these diets play critical roles: polyphenols improve insulin signaling and reduce oxidative stress (resveratrol supplementation reduced HOMA-IR by ~0.5 units and fasting glucose by ~0.3 mmol/L); omega-3 fatty acids (fish oil) reduce triglycerides by ~25-30% and inflammation; and probiotic interventions modestly enhance glycemic control (lowering HOMA-IR and HbA1c) and gut health. Personalized nutrition approaches, which account for genetic and microbiome differences, are emerging to maximize these benefits. In conclusion, evidence-based dietary strategies rich in fiber, unsaturated fats, and phytochemicals can substantially improve metabolic health outcomes, underscoring the potential of tailored nutrition in preventing and managing obesity-related metabolic disorders.",Journal Article; Review,,,,,,,ok
EUROPEPMC:41168307,PubMed,41168307,https://europepmc.org/article/MED/41168307,Selection and potential of cholesterol-lowering indigenous probiotic: insights from in vitro and in vivo study.,"Atherosclerosis, a prevalent cardiovascular disorder, is ineffectively managed by statins, highlighting the need for natural bio-interventions as a promising strategy to improve cardiovascular health. Therefore, the study was designed to investigate the cholesterol-lowering ability of indigenous lactic acid bacteria (LAB) both in vitro and in vivo emplyoing Sprague Dawley (SD) rats fed with high-cholesterol diet (HCD). Among fourteen screened LAB isolates, in- vitro analysis showed that Lactiplantibacillus plantarum M10 had the maximum (53.93 ± 0.39%) cholesterol-lowering potential in cholesterol-supplemented De Man, Rogosa, and Sharpe media, followed by simulated gastric conditions(23.29 ± 0.56%), and in intestinal conditions (50.43 ± 0.56%) respectively. Experimentally, it was found that simultaneous administration of indigenous probiotic L. plantarum M10 to HCD animals for 12 weeks attenuated gain in body mass (66.40%), adiposity index, serum lipid levels, glucose tolerance, liver function, oxidative stress markers, and enhanced the levels of antioxidant. Histological observations also substantiated that simultaneous supplementation of L. plantarum M10 to HCD animals ameliorated hepatic steatosis, reduced hypertrophy of adipocytes, and retained almost normal arterial morphology underscoring the strain and species specific response of probiotic. Taken together, the findings of this study suggest the multifactorial potential of L. plantarum M10 in reducing the cholesterol and alleviating the risk factors of early atherosclerosis.",Journal Article,,,,,,,ok
EUROPEPMC:41214659,PubMed,41214659,https://europepmc.org/article/MED/41214659,Gut microbiota dysbiosis and short-chain fatty acid depletion in phlegm-dampness polycystic ovary syndrome: a cross-sectional 16S rRNA sequencing analysis.,"Polycystic ovary syndrome (PCOS) is a prevalent endocrine and metabolic disorder characterized by hyperandrogenism, insulin resistance, and reproductive dysfunction. Accumulating evidence indicates that gut microbiota and their metabolites, particularly short-chain fatty acids (SCFAs), contribute to PCOS pathogenesis. However, subtype-specific alterations, especially in Traditional Chinese Medicine (TCM)-defined phlegm-dampness PCOS, remain insufficiently explored.; This study aimed to comprehensively compare gut microbial composition, SCFA concentrations, and their associations with anthropometric, clinical, and biochemical indicators in women with phlegm-dampness PCOS, non-phlegm-dampness PCOS, and healthy controls.; In this cross-sectional analysis, 54 women were recruited and stratified into phlegm-dampness PCOS (n = 17), non-phlegm-dampness PCOS (n = 18), and healthy control (n = 19) groups. Anthropometric measurements, reproductive and metabolic indices, and serum hormones were assessed. Fecal SCFAs were quantified via gas chromatography, and gut microbial profiles were characterized using 16 S rRNA gene sequencing. Bioinformatic and statistical analyses included diversity indices, taxonomic abundance, principal component and clustering analyses, and correlation networks linking microbiota, SCFAs, and host phenotypes.; Phlegm-dampness PCOS exhibited significantly reduced α-diversity compared with controls (p < 0.05) and distinct microbial profiles across multiple taxonomic levels. Key alterations included enrichment of Blautia wexlerae and depletion of Faecalibacterium and Alistipes. Fecal butyrate and propionate levels were markedly reduced in phlegm-dampness PCOS versus controls (p < 0.01). Correlation analyses revealed Blautia wexlerae was positively associated with BMI, waist circumference, hirsutism, and acanthosis nigricans, while Alistipes shahii correlated with serum testosterone and HOMA-IR. Distinct correlation networks highlighted microbiota-metabolite-host interactions specific to phlegm-dampness PCOS. Compared with healthy controls, the non-phlegm PCOS group (Group B) exhibited intermediate values for microbial diversity and SCFAs; however, most Group B vs. control differences were not significant after adjustment for BMI and age with FDR correction.; Women with phlegm-dampness PCOS demonstrate more profound gut dysbiosis, SCFA depletion, and distinct microbiota-clinical correlations than non-phlegm-dampness PCOS and healthy controls. These findings underscore the biological relevance of TCM-based subtype stratification and suggest that precision microbiota-targeted interventions may enhance therapeutic outcomes in PCOS.; NA.",Journal Article,,,,,,,ok
EUROPEPMC:41331614,PubMed,41331614,https://europepmc.org/article/MED/41331614,Advances in capsule-based fecal microbiota transplantation: clinical applications and innovations.,"Capsule-based fecal microbiota transplantation (cFMT) has emerged as a vital tool for modulating gut dysbiosis for therapeutic intervention. This noninvasive alternative to traditional FMT avoids procedural invasiveness while offering logistical advantages in terms of storage, administration, and patient compliance. This review evaluates cFMT as a transformative approach across diverse diseases. Notably, cFMT demonstrates robust efficacy in restoring the microbial balance in Clostridioides difficile infection (CDI), inflammatory bowel disease (IBD), and multidrug-resistant infections, with outcomes comparable to those of conventional methods. It also alleviates symptoms and enhances microbiota diversity in small intestinal bacterial overgrowth (SIBO). However, the clinical benefits remain inconsistent for individuals with in irritable bowel syndrome (IBS) and functional constipation (FC), despite alterations in gut microbial diversity. Emerging applications highlight the potential of cFMT metabolic disorders (e.g., obesity and hypertension) via the modulation of gut-derived metabolites and neuropsychiatric conditions (e.g., depression and autism) through gut–brain axis signaling, in addition to chronic kidney disease and hepatic encephalopathy. Challenges such as donor variability, standardization gaps, and transient adverse effects hinder widespread adoption. Further advancements, including targeted colon-release formulations, synthetic microbial consortia, and single-cell delivery systems, could improve precision and scalability. Despite its transformative potential, the clinical adoption of cFMT hinges on rigorous quality control, mechanistic insights, and long-term safety data. In recent years, the United States Food and Drug Administration (FDA) has officially approved the oral microbiome therapy Vowst for marketing. This marked the gradual transition of fecal microbiota transplantation (FMT)-related therapies from clinical research to standardized clinical application, and at the same time, Vowst has become the world’s first oral fecal microbiome therapy approved by the FDA. This review highlights the role of cFMT in microbiota-targeted therapies while advocating for innovation to address current limitations and expand its therapeutic scope.",Journal Article; Review,,,,,,,ok
EUROPEPMC:41366011,PubMed,41366011,https://europepmc.org/article/MED/41366011,"Innovative formulation of microencapsulated ""spirubiotic sachets"" as a synbiotic treatment for metabolic syndrome patients.","Spirulina platensis (Sp) and probiotic bacteria (Pb) have been shown to have beneficial effects in controlling metabolic syndrome (MeS), characterized by the co-occurrence of obesity, dyslipidemia, hypertension, and type 2 diabetes. The objective of this research was to formulate an innovative microencapsulated powder consisting of a mixture of Sp and Pb, referred to as a ""spirubiotic sachet,"" and investigate its potential positive impact in managing hyperlipidemia, weight gain, hyperglycemia, and related problems in individuals with metabolic syndrome. Microencapsulated Sp with whey protein, flavored with a coconut taste, was obtained by spray drying, and HPLC analysis was performed. Probiotic bacteria were microencapsulated by freeze-drying, and the characterization of both microcapsules was done. The spirubiotic sachets contained both Sp and Pb. Physico-sensory tests were reported. Fifty diagnosed MeS cases were enrolled in this study. Pre- and post-treatment assessments of clinical, dietary, anthropometric data, and body composition measurements were conducted. Enzymatic colorimetric methods and ELISA kits were used to assess biochemical parameters. Patients received one spirubiotic sachet/day and a tailored diet regimen for 3 months. Administering a spirubiotic sachet to MeS patients effectively reversed the majority of metabolic abnormalities, bringing them closer to normal levels with decreased dietary calories, improved anthropometric measures, altered body composition, and normalized biochemical parameters. In conclusion, Sp and Pb work together synergistically to help manage people with MeS and related diseases. Spirubiotic sachets can be innovative with beneficial health effects.",Journal Article,,,,,,,ok
EUROPEPMC:38708416,PubMed,38708416,https://europepmc.org/article/MED/38708416,Gut microbiota and childhood malnutrition: Understanding the link and exploring therapeutic interventions.,"Childhood malnutrition is a metabolic condition that affects the physical and mental well-being of children and leads to resultant disorders in maturity. The development of childhood malnutrition is influenced by a number of physiological and environmental factors including metabolic stress, infections, diet, genetic variables, and gut microbiota. The imbalanced gut microbiota is one of the main environmental risk factors that significantly influence host physiology and childhood malnutrition progression. In this review, we have evaluated the gut microbiota association with undernutrition and overnutrition in children, and then the quantitative and qualitative significance of gut dysbiosis in order to reveal the impact of gut microbiota modification using probiotics, prebiotics, synbiotics, postbiotics, fecal microbiota transplantation, and engineering biology methods as new therapeutic challenges in the management of disturbed energy homeostasis. Understanding the host-microbiota interaction and the remote regulation of other organs and pathways by gut microbiota can improve the effectiveness of new therapeutic approaches and mitigate the negative consequences of childhood malnutrition.",Journal Article; Review,,,,,,,ok
EUROPEPMC:38974594,PubMed,38974594,https://europepmc.org/article/MED/38974594,Current Research on the Role of Isomaltooligosaccharides in Gastrointestinal Health and Metabolic Diseases.,"The intestinal epithelium plays an important role in maintaining the intestinal barrier and facilitating nutrient absorption. It also serves as a critical physical barrier against the infiltration of foreign substances from the intestinal lumen into the circulation. Intestinal barrier dysfunction has been implicated in the development of several diseases. Isomaltooligosaccharides (IMOs), which are a type of dietary fiber, possess multiple health benefits. However, there is limited information regarding their efficacy against gastrointestinal diseases. This review explores the therapeutic potential of IMOs in obesity, diabetes mellitus, inflammatory bowel disease (IBD), hyperlipidemia, and constipation. High-fat diet (HFD)-induced obesity models have shown that IMOs, administered alone or in combination with other compounds, exhibit potent antiobesity effects, making them promising agents in the treatment of obesity and its associated complications. Moreover, IMOs exhibit preventive effects against HFD-induced metabolic dysfunction by modulating gut microbiota and short-chain fatty acid levels, thereby ameliorating symptoms. Furthermore, IMOs can reduce IBD and alleviate hyperlipidemia, as indicated by the reduced histological colitis scores and improved lipid profiles observed in clinical trials and animal studies. This review highlights IMOs as a versatile intervention strategy that can improve gastrointestinal health by modulating gut microbiota, immune responses, and metabolic parameters, providing a multifaceted approach to address the complex nature of gastrointestinal disorders.",Journal Article; Review,,,,,,,ok
PMID:37923223,PubMed,37923223,https://pubmed.ncbi.nlm.nih.gov/37923223/,The Effects of Bifidobacterium Probiotic Supplementation on Blood Glucose: A Systematic Review and Meta-Analysis of Animal Models and Clinical Evidence.,"Probiotic supplementation is a potential therapeutic for metabolic diseases, including obesity, metabolic syndrome (MetS), and type 2 diabetes (T2D), but most studies deliver multiple species of bacteria in addition to prebiotics or oral pharmaceuticals. This may contribute to conflicting evidence in existing meta-analyses of probiotics in these populations and warrants a systematic review of the literature to assess the contribution of a single probiotic genus to better understand the contribution of individual probiotics to modulate blood glucose. We conducted a systematic review and meta-analysis of animal studies and human randomized controlled trials (RCTs) to assess the effects of Bifidobacterium (BF) probiotic supplementation on markers of glycemia. In a meta-analysis of 6 RCTs, BF supplementation had no effect on fasting blood glucose {FBG; mean difference [MD] = -1.99 mg/dL [95% confidence interval (CI): -4.84, 0.86], P = 0.13}, and there were no subgroup differences between subjects with elevated FBG concentrations and normoglycemia. However, BF supplementation reduced FBG concentrations in a meta-analysis comprised of studies utilizing animal models of obesity, MetS, or T2D [n = 16; MD = -36.11 mg/dL (CI: -49.04, -23.18), P < 0.0001]. Translational gaps from animal to human trials include paucity of research in female animals, BF supplementation in subjects that were normoglycemic, and lack of methodologic reporting regarding probiotic viability and stability. More research is necessary to assess the effects of BF supplementation in human subjects with elevated FBG concentrations. Overall, there was consistent evidence of the efficacy of BF probiotics to reduce elevated FBG concentrations in animal models but not clinical trials, suggesting that BF alone may have minimal effects on glycemic control, may be more effective when combined with multiple probiotic species, or may be more effective in conditions of hyperglycemia rather than elevated FBG concentrations.","Meta-Analysis; Systematic Review; Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",,,,,,,ok
EUROPEPMC:38203609,PubMed,38203609,https://europepmc.org/article/MED/38203609,Direct and Indirect Evidence of Effects of,"Metabolic disorders present a significant public health challenge globally. The intricate relationship between the gut microbiome, particularly Bacteroides spp. (BAC), and obesity, including their specific metabolic functions, remains partly unresolved. This review consolidates current research on BAC's role in obesity and lipid metabolism, with three objectives: (1) To summarize the gut microbiota's impact on obesity; (2) To assess BAC's efficacy in obesity intervention; (3) To explore BAC's mechanisms in obesity and lipid metabolism management. This review critically examines the role of BAC in obesity, integrating findings from clinical and preclinical studies. We highlight the changes in BAC diversity and concentration following successful obesity treatment and discuss the notable differences in BAC characteristics among individuals with varying obesity levels. Furthermore, we review recent preclinical studies demonstrating the potential of BAC in ameliorating obesity and related inflammatory conditions, providing detailed insights into the methodologies of these in vivo experiments. Additionally, certain BAC-derived metabolites have been shown to be involved in the regulation of host lipid metabolism-related pathways. The enhanced TNF production by dendritic cells following BAC administration, in response to LPS, also positions BAC as a potential adjunctive therapy in obesity management.",Journal Article; Review,,,,,,,ok
