evidence_id,source_database,source_accession,title,sample_size_hint,duration_hint,cfu_hint,dose_hint,bmi_hint,p_value_hint,intervention_hint,primary_outcome_hint,body_weight_effect_hint,bmi_effect_hint,waist_effect_hint,body_fat_effect_hint,glucose_effect_hint,lipid_effect_hint,microbiome_effect_hint,manual_extraction_note
PMID:23614897,PubMed,23614897,Effect of Lactobacillus gasseri SBT2055 in fermented milk on abdominal adiposity in adults in a randomised controlled trial.,,12 weeks; 4 weeks,,200 g,,,,,,"Other measures including BMI, waist and hip circumferences, and body fat mass were also significantly decreased from baseline at week 12 in both groups; interestingly, the cessation of taking FM for 4 weeks attenuated these effects.","Other measures including BMI, waist and hip circumferences, and body fat mass were also significantly decreased from baseline at week 12 in both groups; interestingly, the cessation of taking FM for 4 weeks attenuated these effects.","A multi-centre, double-blind, parallel-group RCT was conducted using 210 healthy Japanese adults with large visceral fat areas (80·2 - 187·8 cm(2)).",,,,Review source text before entering numeric values into final tables.
NCT:NCT01620125,ClinicalTrials.gov,NCT01620125,Metabolic Control Before and After Supplementation With Lactobacillus Reuteri DSM 17938 in Type 2 Diabetes Patients,12,,,,,,Lactobacillus reuteri DSM 17938,HOMA index,,,,,,,,Review source text before entering numeric values into final tables.
NCT:NCT01724736,ClinicalTrials.gov,NCT01724736,A Pilot Study to Determine the Effect of a Cobiotic Formulation on the Gastrointestinal Microbiome,45,,,,,,Placebo; NM504:,Change in the ratio of Bacteroidetes to Firmicuites ratio in the stool comparing the baseline value to the completion of study value.,,,,,,,,Review source text before entering numeric values into final tables.
NCT:NCT01106924,ClinicalTrials.gov,NCT01106924,Effects of a Probiotic on Body Weight,120,,,,,,Probiotic; Placebo,Body weight; Body composition (DEXA); Waist circumference,,,,,,,,Review source text before entering numeric values into final tables.
NCT:NCT01235026,ClinicalTrials.gov,NCT01235026,Synbiotics and Low Grade Inflammation in Obese Subjects,44,,,,,,Synbiotic; Placebo,Plasmatic Interleukin-6 (IL-6),,,,,Synbiotics and Low Grade Inflammation in Obese Subjects  Synbiotic; Placebo Plasmatic Interleukin-6 (IL-6) Plasmatic LPS-binding protein; Plasmatic sCD14; glucose tolerance curve; Lipid profile; plasmatic ultrasensitive C-Reactive Protein; Plasmatic IL-6; Plasmatic LBP; Plasmatic sCD14; Glucose tolerance curve; Lipid profile; Plasmatic usCRP Synbiotic; Placebo,Synbiotics and Low Grade Inflammation in Obese Subjects  Synbiotic; Placebo Plasmatic Interleukin-6 (IL-6) Plasmatic LPS-binding protein; Plasmatic sCD14; glucose tolerance curve; Lipid profile; plasmatic ultrasensitive C-Reactive Protein; Plasmatic IL-6; Plasmatic LBP; Plasmatic sCD14; Glucose tolerance curve; Lipid profile; Plasmatic usCRP Synbiotic; Placebo,,Review source text before entering numeric values into final tables.
NCT:NCT01249378,ClinicalTrials.gov,NCT01249378,Metabolic Impact of Fat Digestion,20,,,10 g; 40 g,,,All subjects receive three sequences of a standard breakfast,Time of appearance of plasma triglyceride peak after ingestion of emulsified vs unemulsified fat during breakfast,,,,,,,,Review source text before entering numeric values into final tables.
EUROPEPMC:42065141,PubMed,42065141,Effects of,,12 weeks,,,,P < .05; P = .015; P = .014; P = .016,,,"The KABP051 group experienced significantly greater improvements compared with placebo on body composition measurements, including a reduction in body weight and waist circumference, which decreased in 1.97 ± 0.77 (mean ± SE) kg and 2.15 ± 0.81 (mean ± SE) cm versus placebo at the end of the intervention (both P < .05, mixed model for repeated measures [MMRM] and post-hoc analysis).",,"The KABP051 group experienced significantly greater improvements compared with placebo on body composition measurements, including a reduction in body weight and waist circumference, which decreased in 1.97 ± 0.77 (mean ± SE) kg and 2.15 ± 0.81 (mean ± SE) cm versus placebo at the end of the intervention (both P < .05, mixed model for repeated measures [MMRM] and post-hoc analysis).","Body fat percentage, profile of mood states fatigue, and confusion sub-scores showed a global trend toward improvement compared with placebo, with the change at 12 weeks being significant in the three measurements in post-hoc analysis (P = .015, P = .014, and P = .016, respectively).",,,"Microbiome composition improved in KABP051 group, with significant increase in the relative abundance of Lactiplantibacillus spp.",Review source text before entering numeric values into final tables.
PMID:41930918,PubMed,41930918,Gut Microbiota and Metabolic Profiles Reveal the Mechanism of Weight Loss in Patients with Obesity Stimulated By Acupuncture.,n=10,8 weeks,,,,,,,"These findings suggest that QLIA exerts its weight-loss effects by reshaping the gut microbiota structure and modulating host metabolic profiles, thereby highlighting a synergistic mechanism involving the gut-host metabolic axis.; QLIA significantly promoted weight loss in simple obesity by modulating key metabolic pathways and altering gut microbiota composition.",,,,,,"16S rRNA sequencing was performed on fecal samples, and serum samples were analyzed using ultra-high-performance liquid chromatography-tandem mass spectrometry (UHPLCMS/ MS) metabolomics.; QLIA significantly altered gut microbiota α-diversity and β- diversity.",Review source text before entering numeric values into final tables.
EUROPEPMC:41444876,PubMed,41444876,The role of microbiome-modulating supplements in managing metabolic syndrome risk factors among overweight and obese youth: a GRADE-assessed meta-analysis.,,,,,,,,,"Data were pooled using a random-effects model.; Prebiotic supplementation was associated with significant reductions in weight (SMD = - 0.81; 95% CI: - 1.44 to - 0.19) and BMI (SMD = - 0.76; 95% CI: - 1.38 to - 0.14), whereas BMI z-scores remained unchanged (p > 0.05).","Data were pooled using a random-effects model.; Prebiotic supplementation was associated with significant reductions in weight (SMD = - 0.81; 95% CI: - 1.44 to - 0.19) and BMI (SMD = - 0.76; 95% CI: - 1.38 to - 0.14), whereas BMI z-scores remained unchanged (p > 0.05).",,,,Glycemic and lipid profile parameters were not significantly altered by any biotic supplementation (p > 0.05).,,Review source text before entering numeric values into final tables.
PMID:40827948,PubMed,40827948,Long-term efficacy of dapagliflozin combined with Bifidobacterium triple viable tablets on metabolic syndrome and gut microbiota in overweight/obese patients with type 2 diabetes.,n = 60,24-week,1.0 x 10^7 CFU,10 mg/day,BMI ≥ 24,P < 0.05; P < 0.001; P = 0.003; P = 0.001; P = 0.008; P = 0.041; P = 0.672,,,"Analyses used mixed-effects models (completers: 57 control, 58 experimental) and Spearman correlations.; The experimental group showed superior improvements in weight (-5.2 kg vs -3.1 kg), HbA1c (-1.8% vs -0.8%), LDL-C (-0.5 vs -0.3 mmol/L), HDL-C (+0.17 vs +0.07 mmol/L), and HOMA-IR (-1.2 vs -0.6) compared to controls (all P < 0.05).",,,,"Analyses used mixed-effects models (completers: 57 control, 58 experimental) and Spearman correlations.; The experimental group showed superior improvements in weight (-5.2 kg vs -3.1 kg), HbA1c (-1.8% vs -0.8%), LDL-C (-0.5 vs -0.3 mmol/L), HDL-C (+0.17 vs +0.07 mmol/L), and HOMA-IR (-1.2 vs -0.6) compared to controls (all P < 0.05).","SGLT2 inhibitors improve cardiorenal outcomes and may modulate gut microbiota, while specific probiotics demonstrate glycemic and lipid benefits.","SGLT2 inhibitors improve cardiorenal outcomes and may modulate gut microbiota, while specific probiotics demonstrate glycemic and lipid benefits.",Review source text before entering numeric values into final tables.
PMID:41586244,PubMed,41586244,"The effects of a very low-energy ketogenic therapy on body composition, gut microbiota and metabolites in overweight subjects.",,28 days,,,,,,,"Results showed significant reductions in body weight, BMI, and fat mass.","Results showed significant reductions in body weight, BMI, and fat mass.",,"Results showed significant reductions in body weight, BMI, and fat mass.",,,"Microbiota analysis revealed decreased Firmicutes and Actinobacteria, and increased Bacteroidetes and Verrucomicrobia.",Review source text before entering numeric values into final tables.
PMID:36879442,PubMed,36879442,"Effects of weight loss and feeding specially formulated diets on the body composition, blood metabolite profiles, voluntary physical activity, and fecal metabolites and microbiota of obese dogs.",,,,,,P < 0.05,,,"Restricted feeding, dietary intervention, and consequent weight loss may be used to improve health and modify gastrointestinal microbiota.",,,"Restricted feeding led to reduced BW, BCS, fat mass, and blood cholesterol, triglyceride, glucose, and leptin concentrations, and increased MCS and lean body mass percentage.","Restricted feeding led to reduced BW, BCS, fat mass, and blood cholesterol, triglyceride, glucose, and leptin concentrations, and increased MCS and lean body mass percentage.","Restricted feeding led to reduced BW, BCS, fat mass, and blood cholesterol, triglyceride, glucose, and leptin concentrations, and increased MCS and lean body mass percentage.","Restricted feeding, dietary intervention, and consequent weight loss may be used to improve health and modify gastrointestinal microbiota.",Review source text before entering numeric values into final tables.
PMID:37181156,PubMed,37181156,Supplementation with inulin-type fructans affects gut microbiota and attenuates some of the cardiometabolic benefits of a plant-based diet in individuals with overweight or obesity.,100 subjects; n = 82; n = 21; n = 22,10 weeks,,38 g; 20 g,,p = 0.53,,,"Changes from baseline to end-of-trial in gut microbiota composition (16S rRNA gene amplicon sequencing), body composition, cardiometabolic health and inflammatory markers were evaluated in the whole cohort (n = 82), and also compared in the subgroup of subjects who were supplemented with an additional 20 g/d ITF-prebiotics (n = 21) or their controls (n = 22).; In response to the plant-based diet, all subjects lost weight (-3.2 [95% CI -3.9, -2.5] kg) and experienced significant improvements in b",,,,The change in the latter was significantly associated with higher values of insulin and HOMA-IR and lower HDL cholesterol.,The change in the latter was significantly associated with higher values of insulin and HOMA-IR and lower HDL cholesterol.,"The gut microbiota has emerged as a potential therapeutic target to improve the management of obesity and its comorbidities.; We investigated the impact of a high fiber (∼38 g/d) plant-based diet, consumed ad libitum, with or without added inulin-type fructans (ITF), on the gut microbiota composition and cardiometabolic outcomes in subjects with obesity.",Review source text before entering numeric values into final tables.
PMID:33763720,PubMed,33763720,"Mediterranean diet consumption affects the endocannabinoid system in overweight and obese subjects: possible links with gut microbiome, insulin resistance and inflammation.",n = 43; n = 39,8-week,,,BMI of 31.1,p = 0.02; p = 0.009; p = 0.006; p = 0.026; p = 0.01,,,"To identify the relationship between circulating levels of these compounds and gut microbiome, insulin resistance and systemic inflammation.; A parallel 8-week randomised controlled trial was performed involving 82 overweight and obese subjects aged (mean ± SEM) 43 ± 1.4 years with a BMI of 31.1 ± 0.5 kg/m2, habitual Western diet (CT) and sedentary lifestyle.","To identify the relationship between circulating levels of these compounds and gut microbiome, insulin resistance and systemic inflammation.; A parallel 8-week randomised controlled trial was performed involving 82 overweight and obese subjects aged (mean ± SEM) 43 ± 1.4 years with a BMI of 31.1 ± 0.5 kg/m2, habitual Western diet (CT) and sedentary lifestyle.",,,"To identify the relationship between circulating levels of these compounds and gut microbiome, insulin resistance and systemic inflammation.; A parallel 8-week randomised controlled trial was performed involving 82 overweight and obese subjects aged (mean ± SEM) 43 ± 1.4 years with a BMI of 31.1 ± 0.5 kg/m2, habitual Western diet (CT) and sedentary lifestyle.",,"To identify the relationship between circulating levels of these compounds and gut microbiome, insulin resistance and systemic inflammation.; A parallel 8-week randomised controlled trial was performed involving 82 overweight and obese subjects aged (mean ± SEM) 43 ± 1.4 years with a BMI of 31.1 ± 0.5 kg/m2, habitual Western diet (CT) and sedentary lifestyle.",Review source text before entering numeric values into final tables.
PMID:31952249,PubMed,31952249,"Effects of Synbiotic Supplement on Human Gut Microbiota, Body Composition and Weight Loss in Obesity.",,3-month,,,,,,,Weight loss resulting from low-carbohydrate high-protein diets can be significant but has also been linked to potentially negative health effects due to increased bacterial fermentation of undigested protein within the colon and subsequent changes in gut microbiota composition.,"The results showed no statistically significant differences in body composition (body mass, BMI, body fat mass, body fat percentage, body lean mass, and bone mineral content) between the placebo and synbiotic groups at the end of the clinical trial (3-month intervention, 20 human subjects participating in weight loss intervention based on a low-carbohydrate, high-protein, reduced energy diet).","However, the decrease over time in body mass, BMI, waist circumstance, and body fat mass was associated with a decrease in Bifidobacterium abundance.","The results showed no statistically significant differences in body composition (body mass, BMI, body fat mass, body fat percentage, body lean mass, and bone mineral content) between the placebo and synbiotic groups at the end of the clinical trial (3-month intervention, 20 human subjects participating in weight loss intervention based on a low-carbohydrate, high-protein, reduced energy diet).","Regression analysis performed to correlate abundance of species following supplementation with body composition parameters and biomarkers of obesity found an association between a decrease over time in blood glucose and an increase in Lactobacillus abundance, particularly in the synbiotic group.",,Targeting gut microbiota with synbiotics (probiotic supplements containing prebiotic components) is emerging as a promising intervention in the comprehensive nutritional approach to reducing obesity.,Review source text before entering numeric values into final tables.
EUROPEPMC:41372103,PubMed,41372103,Impacts of Lifestyle and Microbiota-Targeted Interventions for Overweight and Obesity on the Human Gut Microbiome: A Systematic Review.,6086 adults,4 weeks,,,BMI ≥ 25,,,,"However, evidence demonstrating a causal link between these changes and long-term weight loss or metabolic improvements remains limited.",,,"Most interventions did not cause any significant changes in microbial alpha or beta diversity, however, positive associations between prebiotic consumption and abundance of Actinobacteria and Bifidobacterium were observed, and intake of probiotics was related to increased levels of Lactobacillus and reduced body weight and body fat.",,,"Obesity is intricately associated with the gut microbiome, and emerging research suggests that lifestyle interventions, such as dietary changes and active lifestyle, can significantly affect the composition and function of the gut microbiome.",Review source text before entering numeric values into final tables.
EUROPEPMC:41804549,PubMed,41804549,Unravelling the role of the gut microbiome in antipsychotic-induced weight gain and metabolic dysfunction in humans and rodents: A systematic review.,,,,,,,,,"Thus, while the relationship between antipsychotic-induced weight gain, metabolic dysfunction, and changes in the gut microbiome are evident, further research is warranted to establish definitive causal relationships and to aid in the development of precision microbiota-targeted interventions to counteract these adverse effects.",,,,,,"Thus, while the relationship between antipsychotic-induced weight gain, metabolic dysfunction, and changes in the gut microbiome are evident, further research is warranted to establish definitive causal relationships and to aid in the development of precision microbiota-targeted interventions to counteract these adverse effects.",Review source text before entering numeric values into final tables.
EUROPEPMC:42057790,PubMed,42057790,The impact of antibiotic exposure on obesity and metabolic phenotypes via the gut microbiota.,,,,,,,,,,,,,,,"However, their long-term effects on the gut microbiome have attracted increasing attention.",Review source text before entering numeric values into final tables.
PMID:41599863,PubMed,41599863,"Efficacy and Safety of CKDB-322, a Combination of",n = 50,12-week,1.0 x 10^9 CFU,200 mg,,p < 0.05,,,Additional improvements were observed in body weight and anthropometric parameters.,,,"tricornutum daily (n = 50), or a placebo (n = 50).; CKDB-322 supplementation resulted in statistically significant reductions in body fat mass and body fat percentage, as measured by dual-energy X-ray absorptiometry (DEXA), compared to the placebo group (p < 0.05).",,"Among metabolic biomarkers, serum triglycerides and leptin levels decreased significantly in the CKDB-322 group compared to the placebo.","Exploratory microbiome analyses indicated an increase in the relative abundance of Lactobacillus, suggesting potential modulation of the gut-adipose axis.",Review source text before entering numeric values into final tables.
PMID:41743894,PubMed,41743894,Enteroendocrine hormones and gut microbiota in obesity: a systematic review from mechanistic insight to precision metabolic care.,,,,,,,,,,,,,,,,Review source text before entering numeric values into final tables.
PMID:41835385,PubMed,41835385,Maternal overweight/obesity and yoghurt supplementation from early pregnancy to postpartum augments infant gut microbiota.,,42 days; 3 months; 6 months,,,BMI ≥ 25,,,,This study examined the effect of probiotic-rich yoghurt supplementation in overweight or obese women on infant weight and gut microbiota.; The intervention group (YC) comprised 90 infants born to mothers with a pre-pregnancy body mass index (BMI) ≥ 25 kg/m2 who were provided with yoghurt from early pregnancy to 3 years postpartum.,This study examined the effect of probiotic-rich yoghurt supplementation in overweight or obese women on infant weight and gut microbiota.; The intervention group (YC) comprised 90 infants born to mothers with a pre-pregnancy body mass index (BMI) ≥ 25 kg/m2 who were provided with yoghurt from early pregnancy to 3 years postpartum.,,,,,This study examined the effect of probiotic-rich yoghurt supplementation in overweight or obese women on infant weight and gut microbiota.; The intervention group (YC) comprised 90 infants born to mothers with a pre-pregnancy body mass index (BMI) ≥ 25 kg/m2 who were provided with yoghurt from early pregnancy to 3 years postpartum.,Review source text before entering numeric values into final tables.
PMID:41907517,PubMed,41907517,Obesity-associated gut microbiome influences diet-induced metabolic and cognitive outcomes in older adults.,31 adults,10-week,,,BMI ≥30,,,,,,,"In contrast, increased fat mass was associated with improved memory in non-obese participants.",,,"The gut-brain axis, influenced by diet and the gut microbiome, is increasingly recognized as a contributor to neurodegeneration.",Review source text before entering numeric values into final tables.
PMID:42010766,PubMed,42010766,Exercise intensity as a modulator of gut microbiota and host metabolic health in obesity.,n = 17; n = 5,16 weeks; 12 weeks,,,,,,,,,,,,,"HIIT and MIT are linked to improved expression of tight junction proteins (ZO-1, Claudin, Occludin), reducing circulating lipopolysaccharide (LPS), and increasing SCFA-producing taxa; thus, supporting a role for the gut microbiome in mediating exercise-induced metabolic benefits.",Review source text before entering numeric values into final tables.
EUROPEPMC:40851363,PubMed,40851363,The effect of probiotics on weight management in patients with severe obesity undergoing metabolic and bariatric surgery: a systematic review and meta-analysis.,693 patients,,,,,,,,"Although metabolic and bariatric surgery (MBS) remains an effective intervention for severe obesity, postoperative weight regain persists as a significant clinical challenge.","Primary outcomes including percent excess weight loss (%EWL), postoperative body mass index (BMI), and BMI reduction.",,,,,,Review source text before entering numeric values into final tables.
EUROPEPMC:41098558,PubMed,41098558,Postpartum Body Composition in Women With Overweight: Associations With Diet During Pregnancy.,n = 439; n = 329,6 months; 24 months,,1.9 g; 0.22 g,,p < 0.001; p = 0.023,,,"In this secondary analysis of a randomized controlled trial, the aims were to identify distinctive body fat percentage trajectories up to 2 years postpartum in women with overweight and to investigate whether fish oil and/or probiotic supplements, diet, gestational diabetes, or gestational weight gain influenced the body composition.; Women with overweight or obesity (n = 439) were randomized to receive fish oil (1.9 g docosahexaenoic acid and 0.22 g eicosapentaenoic acid) and/or probiotics (Lac",,,"In this secondary analysis of a randomized controlled trial, the aims were to identify distinctive body fat percentage trajectories up to 2 years postpartum in women with overweight and to investigate whether fish oil and/or probiotic supplements, diet, gestational diabetes, or gestational weight gain influenced the body composition.; Women with overweight or obesity (n = 439) were randomized to receive fish oil (1.9 g docosahexaenoic acid and 0.22 g eicosapentaenoic acid) and/or probiotics (Lac",,,,Review source text before entering numeric values into final tables.
PMID:39340527,PubMed,39340527,"Effects of probiotics, prebiotics, and synbiotics on cardiometabolic risk factors in children and adolescents with overweight or obesity: a systematic review and Bayesian network meta-analysis.",820 participants,,,6.55 mg; 3.71 mg; 1.21 mg; 1.54 mg; 1.12 mg,,,,,,"Multiple-strain probiotics (MSP) showed significant efficacy in reducing BMI (Mean Difference (MD) -2.13 kg/m2, 95% credible interval (CrI) [-2.7, -1.57]), waist circumference (MD -1.34 cm, 95% CrI [-2.33, -0.35]), total cholesterol (MD -6.55 mg/dL, 95% CrI [-10.61, -2.45]), triglycerides (MD -3.71 mg/dL, 95% CrI [-5.76, -1.67]), leptin (MD -3.99 ng/mL, 95% CrI [-4.68, -3.3]), and hypersensitive C-reactive protein (Hs-CRP) (MD -1.21 mg/L, 95% CrI [-1.45, -0.97]).","Multiple-strain probiotics (MSP) showed significant efficacy in reducing BMI (Mean Difference (MD) -2.13 kg/m2, 95% credible interval (CrI) [-2.7, -1.57]), waist circumference (MD -1.34 cm, 95% CrI [-2.33, -0.35]), total cholesterol (MD -6.55 mg/dL, 95% CrI [-10.61, -2.45]), triglycerides (MD -3.71 mg/dL, 95% CrI [-5.76, -1.67]), leptin (MD -3.99 ng/mL, 95% CrI [-4.68, -3.3]), and hypersensitive C-reactive protein (Hs-CRP) (MD -1.21 mg/L, 95% CrI [-1.45, -0.97]).",,"Synbiotics were effective in reducing BMI-z score (MD -0.07, 95% CrI [-0.10, -0.04]) and LDL-C (MD -1.54 mg/dL, 95% CrI [-1.98, -1.09]) but led to a slight increase in fasting glucose (MD 1.12 mg/dL, 95% CrI [0.75, 1.49]).","Multiple-strain probiotics (MSP) showed significant efficacy in reducing BMI (Mean Difference (MD) -2.13 kg/m2, 95% credible interval (CrI) [-2.7, -1.57]), waist circumference (MD -1.34 cm, 95% CrI [-2.33, -0.35]), total cholesterol (MD -6.55 mg/dL, 95% CrI [-10.61, -2.45]), triglycerides (MD -3.71 mg/dL, 95% CrI [-5.76, -1.67]), leptin (MD -3.99 ng/mL, 95% CrI [-4.68, -3.3]), and hypersensitive C-reactive protein (Hs-CRP) (MD -1.21 mg/L, 95% CrI [-1.45, -0.97]).","Moderate to low evidence suggests MSP may be a potential choice for improving BMI and reducing lipids, leptin, and Hs-CRP levels, implying that MSP could aid in managing pediatric obesity and related metabolic issues by modulating the gut microbiota.",Review source text before entering numeric values into final tables.
PMID:40732984,PubMed,40732984,Gut Microbiota Shifts After a Weight Loss Program in Adults with Obesity: The WLM3P Study.,58 adults; n = 29,6-month; 6 months,,,BMI 30.0-39.9,p = 0.03; p < 0.01,,,Gut Microbiota Shifts After a Weight Loss Program in Adults with Obesity: The WLM3P Study.,"The analysis focused exclusively on the 6-month weight loss period corresponding to Phases 1 and 2 of the WLM3P intervention.; In this sub-analysis of a randomized controlled trial (ClinicalTrials.gov Identifier: NCT04192357), 58 adults with obesity (BMI 30.0-39.9 kg/m2) were randomized to the WLM3P (n = 29) or LCD (n = 29) groups.",,"Notably, higher Faecalibacterium abundance was associated with greater reductions in fat mass (kg, %) and visceral adiposity (cm2) in the WLM3P group compared to LCD (p < 0.01).; These findings suggest a potential microbiota-mediated mechanism in weight loss, where Faecalibacterium may enhance fat reduction effectiveness in the context of the WLM3P intervention.",,"The gut microbiota is increasingly recognized as a key modulator in obesity management, influencing host energy balance, lipid metabolism, and inflammatory pathways.",Gut Microbiota Shifts After a Weight Loss Program in Adults with Obesity: The WLM3P Study.,Review source text before entering numeric values into final tables.
PMID:41486934,PubMed,41486934,Synergistic anti-obesity effects of Bifidobacterium breve BR3 and Lactiplantibacillus plantarum LP3 via coordinated regulation of lipid metabolism and gut microbiota.,,4 weeks,,,,,,,"breve BR3 mixture exhibited significant reductions in body weight and total fat mass, as assessed by Dual-energy X-ray Absorptiometry (DXA) and Echo Magnetic Resonance Imaging (EchoMRI).",,,"breve BR3 mixture exhibited significant reductions in body weight and total fat mass, as assessed by Dual-energy X-ray Absorptiometry (DXA) and Echo Magnetic Resonance Imaging (EchoMRI).",,,"Gut microbiota analysis demonstrated an increased relative abundance of beneficial genera, including Akkermansia and Bacteroides, highlighting a microbiome-mediated contribution to the observed metabolic benefits.",Review source text before entering numeric values into final tables.
PMID:38270436,PubMed,38270436,Dietary supplementation with probiotics promotes weight loss by reshaping the gut microbiome and energy metabolism in obese dogs.,,,,,,,,,"Obesity and overweight among companion animals are significant concerns, paralleling the issues observed in human populations.",,,,This stimulation led to the restoration of eating behavior and improvements in glucose and insulin tolerance.,"In this study, we delved into the beneficial probiotic mechanisms in high-fat-induced obese canines, revealing that Enterococcus faecium IDCC 2102 (IDCC 2102) and Bifidobacterium lactis IDCC 4301 (IDCC 4301) have the capacity to mitigate the increase in body weight and lipid accumulation in obese canines subjected to a high-fat diet and hyperlipidemic Caenorhabditis elegans (C.",,Review source text before entering numeric values into final tables.
PMID:38744950,PubMed,38744950,"Effect of weight loss program using prebiotics and probiotics on body composition, physique, and metabolic products: longitudinal intervention study.",,3 months,,,,,,,"The relationship between gut microbiota and obesity has recently been an important subject for research as the gut microbiota is thought to affect body homeostasis including body weight and composition, intervening with pro and prebiotics is an intelligent possible way for obesity management.",,,,,,"The relationship between gut microbiota and obesity has recently been an important subject for research as the gut microbiota is thought to affect body homeostasis including body weight and composition, intervening with pro and prebiotics is an intelligent possible way for obesity management.",Review source text before entering numeric values into final tables.
PMID:39455650,PubMed,39455650,Effects of Lactiplantibacillus plantarum CBT LP3 and Bifidobacterium breve CBT BR3 supplementation on weight loss and gut microbiota of overweight dogs.,,12-week,,3 g,,p < 0.0001; p = 0.0400; p = 0.0252; p = 0.0007,,,"A significant decrease in body weight (p < 0.0001), BCS (p < 0.0001), serum TG (p < 0.0001), serum TC (p = 0.0400), and serum leptin (p = 0.0252), and a significantly increased serum adiponectin levels (p = 0.0007) were observed in the treatment group compared with the values in the control group.",,,,,,"Microbiota analysis showed that Lactiplantibacillus increased and Erysipelatoclostridium, Staphylococcus, and Gemella decreased more significantly in the treatment group than in the control group.",Review source text before entering numeric values into final tables.
PMID:39520336,PubMed,39520336,Intermittent Fasting Improves Insulin Resistance by Modulating the Gut Microbiota and Bile Acid Metabolism in Diet-Induced Obesity.,,12 weeks; 8 weeks,,,,,,,,,,,Intermittent Fasting Improves Insulin Resistance by Modulating the Gut Microbiota and Bile Acid Metabolism in Diet-Induced Obesity.,,Intermittent Fasting Improves Insulin Resistance by Modulating the Gut Microbiota and Bile Acid Metabolism in Diet-Induced Obesity.,Review source text before entering numeric values into final tables.
PMID:36944956,PubMed,36944956,Effect of different doses of Lacticaseibacillus paracasei K56 on body fat and metabolic parameters in adult individuals with obesity: a pilot study.,,60 days,2 x 10^7 CFU/day; 2 x 10^9 CFU/day; 2 x 10^10 CFU/day; 2 x 10^11 CFU/day; 109 CFU/day,,,p = 0.004; p = 0.0007; p = 0.018; p = 0.003; p = 0.002,,,"There were non-significant reductions in Body weight and BMI in the L_K56, H_K56, VL_K56 groups, whereas increases were observed in the placebo and VH_K56 groups compared with baseline values.","The purpose of this study was to evaluate the effect of a novel probiotic strain Lacticaseibacillus paracasei K56 on body fat and metabolic biomarkers in adult individuals with obesity.; 74 adult subjects with obesity (body mass index ≥ 30 kg/m2, or percent body fat > 25% for men, percent body fat > 30% for women) were randomized into 5 groups and supplemented with different doses of K56 (groups VL_K56, L_K56, H_K56, and VH_K56: K56 capsules, 2 × 107 CFU/day, 2 × 109 CFU/day, 2 × 1010 CFU/day, 2","Anthropometric measurements, body composition assessment, and metabolic parameters were measured at baseline and after 60 days of intervention.; The results showed that the L_K56 group had significant decreases in percent body fat (p = 0.004), visceral fat area (p = 0.0007), total body fat mass (p = 0.018), trunk body fat mass (p = 0.003), waist circumference (p = 0.003), glycosylated hemoglobin(p = 0.002) at the end of the study compared with baseline.",Studies have shown that probiotics have an effect on reducing body fat on a strain-specific and dose-response bases.,,,,Review source text before entering numeric values into final tables.
PMID:37685493,PubMed,37685493,Exploring Gut Microbiota and the Influence of Physical Activity Interventions on Overweight and Obese Children and Adolescents: A Systematic Review.,,,,,,,,,Interventions with physical activity seem to improve the alpha diversity and beneficial bacteria linked to body weight loss in children and adolescents.,,,,,,"The analysis indicated that obese gut microbiota is reduced in Bacteroidetes, Bifidobacterium and alpha diversity but enriched in Proteobacteria and Lactobacillus.",Review source text before entering numeric values into final tables.
PMID:38068829,PubMed,38068829,Combating Obesity: Harnessing the Synergy of Postbiotics and Prebiotics for Enhanced Lipid Excretion and Microbiota Regulation.,,12 weeks,,6.72 g; 5.25 g; 7.73 g,,p < 0.05,,,"After 12 weeks of feeding, the weight gain of mice that were fed with high-dose AYS (group H) and low-dose AYS (group L) from 4 to 12 weeks was 6.72 g and 5.25 g (p < 0.05), both of which were significantly lower than that of the high-fat diet (group DM, control group) group (7.73 g) (p < 0.05).",,,,,"In addition, the fecal lipid content of mice in the L group reached 5.89%, which was significantly higher than that of the DM group at 4.02% (p < 0.05).","The study showed that AYS changed the structure of the intestinal microbiota in mice on a high-fat diet, resulting in a decrease in the relative abundance of Firmicutes and Muribaculaceae and an increase in the relative abundance of Bacteroidetes, Verrucomicrobia, and Lactobacillus.",Review source text before entering numeric values into final tables.
PMID:34967874,PubMed,34967874,"Weight loss and high-protein, high-fiber diet consumption impact blood metabolite profiles, body composition, voluntary physical activity, fecal microbiota, and fecal metabolites of adult dogs.",,,,,,P < 0.0001; P < 0.05; P < 0.01,,,"BCS decreased (P < 0.0001) by 2.7 units, fat mass decreased (P < 0.0001) by 3.1 kg, and fat percentage decreased (P < 0.0001) by 11.7% with weight loss.",,,"BCS decreased (P < 0.0001) by 2.7 units, fat mass decreased (P < 0.0001) by 3.1 kg, and fat percentage decreased (P < 0.0001) by 11.7% with weight loss.","Many serum metabolites and hormones were altered, with triglycerides, leptin, insulin, C-reactive protein, and interleukin-6 decreasing (P < 0.05) with weight loss.","Many serum metabolites and hormones were altered, with triglycerides, leptin, insulin, C-reactive protein, and interleukin-6 decreasing (P < 0.05) with weight loss.","Our results suggest that restricted feeding of a HPHF diet and weight loss promotes fat mass loss, minimizes lean mass loss, reduces inflammatory marker and triglyceride concentrations, and modulates fecal microbiota phylogeny and activity in overweight dogs.",Review source text before entering numeric values into final tables.
