"evidence_id","source_database","source_accession","doi","pmid","title","year","evidence_type","priority","relevance_score","study_tag","intervention_type_hint","taxa_hint","outcome_hint","needs_manual_review","source_url","queue_rank","queue_reason"
"EUROPEPMC:41869364","PubMed","41869364","10.3389/fimmu.2026.1714515","41869364","Psoriasis: microbiome dysbiosis and pathogenic mechanisms.","2026","literature","medium","1","needs_manual_classification","","","microbiome","true","https://europepmc.org/article/MED/41869364","195","priority=medium; relevance=1; study_tag=needs_manual_classification; outcomes=microbiome"
"EUROPEPMC:41898712","PubMed","41898712","10.3390/ijms27062853","41898712","GLP-1 Receptor Agonists at the Crossroads of Circadian Biology, Sleep, and Metabolic Disease.","2026","literature","medium","1","needs_manual_classification","","","glucose","true","https://europepmc.org/article/MED/41898712","196","priority=medium; relevance=1; study_tag=needs_manual_classification; outcomes=glucose"
"EUROPEPMC:41901072","PubMed","41901072","10.3390/nu18060898","41901072","Linking Obesity and Depression Through the Gut-Brain Axis: The Impact of Short-Chain Fatty Acids and Inflammation.","2026","literature","medium","1","needs_manual_classification","","","","true","https://europepmc.org/article/MED/41901072","197","priority=medium; relevance=1; study_tag=needs_manual_classification"
"EUROPEPMC:41960437","PubMed","41960437","10.3389/fmicb.2026.1766234","41960437","Unveiling the gut: microbiota and derived metabolites' role in the rising tide of precocious puberty.","2026","literature","medium","1","needs_manual_classification","","","microbiome","true","https://europepmc.org/article/MED/41960437","198","priority=medium; relevance=1; study_tag=needs_manual_classification; outcomes=microbiome"
"EUROPEPMC:42051455","PubMed","42051455","10.3389/fendo.2026.1747766","42051455","Gut microbiome dysbiosis in PCOS: from pathogenesis to microbiome-targeted therapies.","2026","literature","medium","1","needs_manual_classification","","","microbiome","true","https://europepmc.org/article/MED/42051455","199","priority=medium; relevance=1; study_tag=needs_manual_classification; outcomes=microbiome"
"EUROPEPMC:42063761","PubMed","42063761","10.3389/fmed.2026.1767462","42063761","Interplay between circadian rhythms, gut microbiota, and MASLD: from mechanistic foundations to therapeutic opportunities.","2026","literature","medium","1","needs_manual_classification","","","microbiome","true","https://europepmc.org/article/MED/42063761","200","priority=medium; relevance=1; study_tag=needs_manual_classification; outcomes=microbiome"
"EUROPEPMC:42123927","PubMed","42123927","10.3390/nu18091325","42123927","The Role of Microbiome and Diet on Disease Activity and Immune-Inflammatory Status in Rheumatoid Arthritis.","2026","literature","medium","1","needs_manual_classification","","","microbiome","true","https://europepmc.org/article/MED/42123927","201","priority=medium; relevance=1; study_tag=needs_manual_classification; outcomes=microbiome"
"EUROPEPMC:42133449","PubMed","42133449","10.1080/19490976.2026.2673888","42133449","Parental microbiome programming of early-life neurodevelopment: multi-niche contributions through the microbiome-gut-brain axis.","2026","literature","medium","1","needs_manual_classification","","","microbiome","true","https://europepmc.org/article/MED/42133449","202","priority=medium; relevance=1; study_tag=needs_manual_classification; outcomes=microbiome"
"EUROPEPMC:42180565","PubMed","42180565","10.3389/fnut.2026.1819825","42180565","Gestational constipation and the gut microbiota: mechanisms, interventions, and implications for maternal and offspring health.","2026","literature","medium","1","needs_manual_classification","","","microbiome","true","https://europepmc.org/article/MED/42180565","203","priority=medium; relevance=1; study_tag=needs_manual_classification; outcomes=microbiome"
"EUROPEPMC:42196504","PubMed","42196504","10.3390/ijms27104527","42196504","Current Understanding of Probiotic Strains and Immune Function: From Gut Microbiota to Systemic Immunity.","2026","literature","medium","1","needs_manual_classification","probiotic","","microbiome","true","https://europepmc.org/article/MED/42196504","204","priority=medium; relevance=1; study_tag=needs_manual_classification; outcomes=microbiome"
"EUROPEPMC:42196944","PubMed","42196944","10.3390/nu18101483","42196944","The Gut Microbiota-Polyphenol-NLRP3 Inflammasome Axis: A Key Regulatory Network Linking Diet to Chronic Inflammation.","2026","literature","medium","1","needs_manual_classification","","","microbiome","true","https://europepmc.org/article/MED/42196944","205","priority=medium; relevance=1; study_tag=needs_manual_classification; outcomes=microbiome"
"EUROPEPMC:42198214","PubMed","42198214","10.3390/pharmaceutics18050520","42198214","Edible Plant-Derived Exosome-like Nanoparticles as Prebiotic Nanocarriers: Gut Microbiota Modulation and Functional Food Potential.","2026","literature","medium","1","needs_manual_classification","prebiotic","","microbiome","true","https://europepmc.org/article/MED/42198214","206","priority=medium; relevance=1; study_tag=needs_manual_classification; outcomes=microbiome"
"EUROPEPMC:42228606","PubMed","42228606","10.1080/19490976.2026.2681763","42228606","Microbial shifts in early life: the pediatric gut microbiome and its role in health and disease.","2026","literature","medium","1","needs_manual_classification","","","microbiome","true","https://europepmc.org/article/MED/42228606","207","priority=medium; relevance=1; study_tag=needs_manual_classification; outcomes=microbiome"
"EUROPEPMC:PMC12938230","publisher supplementary data","PMC12938230","","","Interplay of Microbiome, Oxidative Stress and Inflammation in Health and Disease","2026","literature","medium","1","needs_manual_classification","","","microbiome","true","","208","priority=medium; relevance=1; study_tag=needs_manual_classification; outcomes=microbiome"
"EUROPEPMC:PMC12942818","publisher supplementary data","PMC12942818","","","Early-Life β-Lactam Exposure and the Developing Microbiome: Clinical Relevance and Controversies","2026","literature","medium","1","needs_manual_classification","","","microbiome","true","","209","priority=medium; relevance=1; study_tag=needs_manual_classification; outcomes=microbiome"
"EUROPEPMC:PMC13093847","publisher supplementary data","PMC13093847","","","Obesity and Natural Products: Mechanisms, Therapeutic Potential, and Future Directions","2026","literature","medium","1","needs_manual_classification","","","","true","","210","priority=medium; relevance=1; study_tag=needs_manual_classification"
"EUROPEPMC:38341803","PubMed","38341803","10.1093/nutrit/nuae002","38341803","The effect of oral synbiotics on the gut microbiota and inflammatory biomarkers in healthy adults: a systematic review and meta-analysis.","2025","literature","medium","1","meta_analysis_or_systematic_review","synbiotic","","microbiome","true","https://europepmc.org/article/MED/38341803","211","priority=medium; relevance=1; study_tag=meta_analysis_or_systematic_review; outcomes=microbiome"
"EUROPEPMC:39958467","PubMed","39958467","10.1016/j.jacbts.2024.11.008","39958467","Synbiotics and Gut-Heart Axis in Cardiometabolic Disease.","2025","literature","medium","1","needs_manual_classification","synbiotic","","glucose","true","https://europepmc.org/article/MED/39958467","212","priority=medium; relevance=1; study_tag=needs_manual_classification; outcomes=glucose"
"EUROPEPMC:40362809","PubMed","40362809","10.3390/nu17091499","40362809","Small Intestinal Bacterial Overgrowth and Pediatric Obesity-A Systematic Review.","2025","literature","medium","1","meta_analysis_or_systematic_review","","","","true","https://europepmc.org/article/MED/40362809","213","priority=medium; relevance=1; study_tag=meta_analysis_or_systematic_review"
"EUROPEPMC:40362845","PubMed","40362845","10.3390/nu17091535","40362845","The Influences of Oral Probiotics on the Immunometabolic Response During Pregnancy and Lactation: A Systematic Review.","2025","literature","medium","1","meta_analysis_or_systematic_review","probiotic","","glucose","true","https://europepmc.org/article/MED/40362845","214","priority=medium; relevance=1; study_tag=meta_analysis_or_systematic_review; outcomes=glucose"
"EUROPEPMC:40572244","PubMed","40572244","10.3390/microorganisms13061356","40572244","Modulating the Gut-Muscle Axis: Increasing SCFA-Producing Gut Microbiota Commensals and Decreasing Endotoxin Production to Mitigate Cancer Cachexia.","2025","literature","medium","1","needs_manual_classification","","","microbiome","true","https://europepmc.org/article/MED/40572244","215","priority=medium; relevance=1; study_tag=needs_manual_classification; outcomes=microbiome"
"EUROPEPMC:40573072","PubMed","40573072","10.3390/nu17121961","40573072","Kidney-Gut Axis in Chronic Kidney Disease: Therapeutic Perspectives from Microbiota Modulation and Nutrition.","2025","literature","medium","1","needs_manual_classification","","","microbiome","true","https://europepmc.org/article/MED/40573072","216","priority=medium; relevance=1; study_tag=needs_manual_classification; outcomes=microbiome"
"EUROPEPMC:40606926","PubMed","40606926","10.4254/wjh.v17.i6.106849","40606926","Gut microbiota in non-alcoholic fatty liver disease: Pathophysiology, diagnosis, and therapeutics.","2025","literature","medium","1","needs_manual_classification","","","microbiome","true","https://europepmc.org/article/MED/40606926","217","priority=medium; relevance=1; study_tag=needs_manual_classification; outcomes=microbiome"
"EUROPEPMC:40649724","PubMed","40649724","10.3390/ijms26135944","40649724","Gut Microbiota and Liver Health: Meta-Analysis of <i>Bifidobacterium</i>-Containing Probiotics in NAFLD Management.","2025","literature","medium","1","meta_analysis_or_systematic_review","probiotic","Bifidobacterium","microbiome","true","https://europepmc.org/article/MED/40649724","218","priority=medium; relevance=1; study_tag=meta_analysis_or_systematic_review; taxa=Bifidobacterium; outcomes=microbiome"
"EUROPEPMC:40650397","PubMed","40650397","10.1111/obr.13978","40650397","The Genetic Blueprint of Obesity: From Pathogenesis to Novel Therapies.","2025","literature","medium","1","needs_manual_classification","","","","true","https://europepmc.org/article/MED/40650397","219","priority=medium; relevance=1; study_tag=needs_manual_classification"
"EUROPEPMC:40732011","PubMed","40732011","10.3390/microorganisms13071504","40732011","Microbiota-A Rescuing Modulator in Children Struggling with Functional Constipation.","2025","literature","medium","1","needs_manual_classification","","","microbiome","true","https://europepmc.org/article/MED/40732011","220","priority=medium; relevance=1; study_tag=needs_manual_classification; outcomes=microbiome"
"EUROPEPMC:40832705","PubMed","40832705","10.1002/oby.24340","40832705","Evolution of multidisciplinary obesity treatments: past, present, and future role of nutrition.","2025","literature","medium","1","needs_manual_classification","","","","true","https://europepmc.org/article/MED/40832705","221","priority=medium; relevance=1; study_tag=needs_manual_classification"
"EUROPEPMC:40861487","PubMed","40861487","10.3389/fcimb.2025.1603442","40861487","Microbiota and enteric nervous system crosstalk in diabetic gastroenteropathy: bridging mechanistic insights to microbiome-based therapies.","2025","literature","medium","1","needs_manual_classification","","","microbiome","true","https://europepmc.org/article/MED/40861487","222","priority=medium; relevance=1; study_tag=needs_manual_classification; outcomes=microbiome"
"EUROPEPMC:40895298","PubMed","40895298","10.3389/fcimb.2025.1627206","40895298","Meta-analysis of probiotic metabolites in the prevention of gestational weight gain and postpartum weight retention.","2025","literature","medium","1","meta_analysis_or_systematic_review","probiotic","","weight","true","https://europepmc.org/article/MED/40895298","223","priority=medium; relevance=1; study_tag=meta_analysis_or_systematic_review; outcomes=weight"
"EUROPEPMC:40943409","PubMed","40943409","10.3390/ijms26178488","40943409","Gut Microbiota-Derived Metabolites in Atherosclerosis: Pathways, Biomarkers, and Targets.","2025","literature","medium","1","needs_manual_classification","","","microbiome","true","https://europepmc.org/article/MED/40943409","224","priority=medium; relevance=1; study_tag=needs_manual_classification; outcomes=microbiome"
"EUROPEPMC:41002774","PubMed","41002774","10.3390/clinpract15090159","41002774","Effects of Dietary and Probiotic Interventions in Patients with Metabolic Syndrome and Obstructive Sleep Apnea.","2025","literature","medium","1","needs_manual_classification","probiotic","","glucose","true","https://europepmc.org/article/MED/41002774","225","priority=medium; relevance=1; study_tag=needs_manual_classification; outcomes=glucose"
"EUROPEPMC:41063745","PubMed","41063745","10.1002/fsn3.71061","41063745","Synergistic Effects of Bioactive Compounds on Human Adiposity Mechanisms of Fat Loss and Fat Accumulation.","2025","literature","medium","1","needs_manual_classification","","","","true","https://europepmc.org/article/MED/41063745","226","priority=medium; relevance=1; study_tag=needs_manual_classification"
"EUROPEPMC:41103651","PubMed","41103651","10.3389/fendo.2025.1669716","41103651","Insulin resistance, metabolic syndrome and polycystic ovaries: an intriguing conundrum.","2025","literature","medium","1","needs_manual_classification","","","glucose","true","https://europepmc.org/article/MED/41103651","227","priority=medium; relevance=1; study_tag=needs_manual_classification; outcomes=glucose"
"EUROPEPMC:41228392","PubMed","41228392","10.3390/nu17213320","41228392","Nutrition and Gut Microbiome in the Prevention of Food Allergy.","2025","literature","medium","1","needs_manual_classification","","","microbiome","true","https://europepmc.org/article/MED/41228392","228","priority=medium; relevance=1; study_tag=needs_manual_classification; outcomes=microbiome"
"EUROPEPMC:41323139","PubMed","41323139","10.29219/fnr.v69.11956","41323139","Diet and nutrition key factors for oral microbiota composition: a systematic review.","2025","literature","medium","1","meta_analysis_or_systematic_review","","","microbiome","true","https://europepmc.org/article/MED/41323139","229","priority=medium; relevance=1; study_tag=meta_analysis_or_systematic_review; outcomes=microbiome"
"EUROPEPMC:41346361","PubMed","41346361","10.3389/fcimb.2025.1680840","41346361","Effect of probiotic-derived metabolites on hormonal and metabolic profiles in women with polycystic ovary syndrome: a systematic review and meta-analysis.","2025","literature","medium","1","meta_analysis_or_systematic_review","probiotic","","glucose","true","https://europepmc.org/article/MED/41346361","230","priority=medium; relevance=1; study_tag=meta_analysis_or_systematic_review; outcomes=glucose"
"EUROPEPMC:41373754","PubMed","41373754","10.3390/ijms262311602","41373754","<i>Akkermansia muciniphila</i> in Metabolic Disease: Far from Perfect.","2025","literature","medium","1","needs_manual_classification","","Akkermansia","glucose","true","https://europepmc.org/article/MED/41373754","231","priority=medium; relevance=1; study_tag=needs_manual_classification; taxa=Akkermansia; outcomes=glucose"
"EUROPEPMC:41377049","PubMed","41377049","10.3389/fmicb.2025.1659783","41377049","Gut microbiota dysbiosis in polycystic ovary syndrome: focus on diet, probiotics, and traditional Chinese medicine.","2025","literature","medium","1","needs_manual_classification","probiotic","","microbiome","true","https://europepmc.org/article/MED/41377049","232","priority=medium; relevance=1; study_tag=needs_manual_classification; outcomes=microbiome"
"EUROPEPMC:41624190","PubMed","41624190","10.3389/fnut.2025.1691952","41624190","Diet type and the oral microbiome.","2025","literature","medium","1","needs_manual_classification","","","microbiome","true","https://europepmc.org/article/MED/41624190","233","priority=medium; relevance=1; study_tag=needs_manual_classification; outcomes=microbiome"
"PMID:40388727","PubMed","40388727","10.1097/MD.0000000000042311","40388727","Causal relationship between metabolic dysfunction-associated fatty liver disease and endotoxin biomarkers: A Mendelian randomization study.","2025","literature","medium","1","needs_manual_classification","","","glucose","true","https://pubmed.ncbi.nlm.nih.gov/40388727/","234","priority=medium; relevance=1; study_tag=needs_manual_classification; outcomes=glucose"
"PMID:40783766","PubMed","40783766","10.1186/s13195-025-01820-9","40783766","Distinct gut microbiota profiles and network properties in older Korean individuals with subjective cognitive decline, mild cognitive impairment, and Alzheimer's disease.","2025","literature","medium","1","needs_manual_classification","","","microbiome","true","https://pubmed.ncbi.nlm.nih.gov/40783766/","235","priority=medium; relevance=1; study_tag=needs_manual_classification; outcomes=microbiome"
"EUROPEPMC:39649015","PubMed","39649015","10.3390/gidisord6040056","39649015","Impact of Probiotics and Prebiotics on Gut Microbiome and Hormonal Regulation.","2024","literature","medium","1","needs_manual_classification","probiotic;prebiotic","","microbiome","true","https://europepmc.org/article/MED/39649015","236","priority=medium; relevance=1; study_tag=needs_manual_classification; outcomes=microbiome"
"PMID:38769692","PubMed","38769692","10.1113/JP285322","38769692","Impact of nocturnal hypoxia on glycaemic control, appetite, gut microbiota and inflammation in adults with type 2 diabetes mellitus: A single-blind cross-over trial.","2024","literature","medium","1","needs_manual_classification","","","microbiome","true","https://pubmed.ncbi.nlm.nih.gov/38769692/","237","priority=medium; relevance=1; study_tag=needs_manual_classification; outcomes=microbiome"
"PMID:37016727","PubMed","37016727","10.1002/oby.23717","37016727","The gut microbiome and regional fat distribution: Findings from the Baltimore Longitudinal Study of Aging.","2023","literature","medium","1","needs_manual_classification","","","microbiome","true","https://pubmed.ncbi.nlm.nih.gov/37016727/","238","priority=medium; relevance=1; study_tag=needs_manual_classification; outcomes=microbiome"
"PMID:37630855","PubMed","37630855","10.3390/nu15163665","37630855","Toward Precision Weight-Loss Dietary Interventions: Findings from the POUNDS Lost Trial.","2023","literature","medium","1","needs_manual_classification","","","weight","true","https://pubmed.ncbi.nlm.nih.gov/37630855/","239","priority=medium; relevance=1; study_tag=needs_manual_classification; outcomes=weight"
"PMID:37807018","PubMed","37807018","10.1007/s42770-023-01140-w","37807018","Consumption of yacon flour and energy-restricted diet increased the relative abundance of intestinal bacteria in obese adults.","2023","literature","medium","1","needs_manual_classification","","","","true","https://pubmed.ncbi.nlm.nih.gov/37807018/","240","priority=medium; relevance=1; study_tag=needs_manual_classification"
"PMID:34535959","PubMed","34535959","10.1002/jcsm.12781","34535959","Gut barrier and microbiota changes with glycine and branched-chain amino acid supplementation in chronic haemodialysis patients.","2021","literature","medium","1","needs_manual_classification","","","microbiome","true","https://pubmed.ncbi.nlm.nih.gov/34535959/","241","priority=medium; relevance=1; study_tag=needs_manual_classification; outcomes=microbiome"
"PMID:32472285","PubMed","32472285","10.1007/s13679-020-00379-w","32472285","Probiotics, Prebiotics, Synbiotics, Postbiotics, and Obesity: Current Evidence, Controversies, and Perspectives.","2020","literature","medium","1","needs_manual_classification","probiotic;prebiotic;synbiotic;postbiotic","","","true","https://pubmed.ncbi.nlm.nih.gov/32472285/","242","priority=medium; relevance=1; study_tag=needs_manual_classification"
"PMID:31752378","PubMed","31752378","10.3390/nu11112837","31752378","Role of Probiotics in Non-alcoholic Fatty Liver Disease: Does Gut Microbiota Matter?","2019","literature","medium","1","needs_manual_classification","probiotic","","microbiome","true","https://pubmed.ncbi.nlm.nih.gov/31752378/","243","priority=medium; relevance=1; study_tag=needs_manual_classification; outcomes=microbiome"
"PMID:29954454","PubMed","29954454","10.1186/s40168-018-0494-4","29954454","Probiotic Bifidobacterium strains and galactooligosaccharides improve intestinal barrier function in obese adults but show no synergism when used together as synbiotics.","2018","literature","medium","1","needs_manual_classification","probiotic;synbiotic","Bifidobacterium","","true","https://pubmed.ncbi.nlm.nih.gov/29954454/","244","priority=medium; relevance=1; study_tag=needs_manual_classification; taxa=Bifidobacterium"
"PMID:30400274","PubMed","30400274","10.3390/nu10111645","30400274","Potential Prebiotic Properties of Nuts and Edible Seeds and Their Relationship to Obesity.","2018","literature","medium","1","needs_manual_classification","prebiotic","","","true","https://pubmed.ncbi.nlm.nih.gov/30400274/","245","priority=medium; relevance=1; study_tag=needs_manual_classification"
"PMID:26843076","PubMed","26843076","10.1007/s00125-016-3880-0","26843076","Microbial transmission from mothers with obesity or diabetes to infants: an innovative opportunity to interrupt a vicious cycle.","2016","literature","medium","1","needs_manual_classification","","","","true","https://pubmed.ncbi.nlm.nih.gov/26843076/","246","priority=medium; relevance=1; study_tag=needs_manual_classification"
"PMID:24969566","PubMed","24969566","10.1016/j.clnu.2014.06.001","24969566","Inulin-type fructans modulate intestinal Bifidobacterium species populations and decrease fecal short-chain fatty acids in obese women.","2015","literature","medium","1","needs_manual_classification","","Bifidobacterium","","true","https://pubmed.ncbi.nlm.nih.gov/24969566/","247","priority=medium; relevance=1; study_tag=needs_manual_classification; taxa=Bifidobacterium"
"PMID:25809828","PubMed","25809828","10.1038/ijo.2015.40","25809828","Urinary (1)H-NMR-based metabolic profiling of children with NAFLD undergoing VSL#3 treatment.","2015","literature","medium","1","needs_manual_classification","","","glucose","true","https://pubmed.ncbi.nlm.nih.gov/25809828/","248","priority=medium; relevance=1; study_tag=needs_manual_classification; outcomes=glucose"
"PMID:25830947","PubMed","25830947","10.3109/09637486.2015.1025717","25830947","Impact of probiotics during weaning on the metabolic and inflammatory profile: follow-up at school age.","2015","literature","medium","1","needs_manual_classification","probiotic","","glucose","true","https://pubmed.ncbi.nlm.nih.gov/25830947/","249","priority=medium; relevance=1; study_tag=needs_manual_classification; outcomes=glucose"
"PMID:26084343","PubMed","26084343","10.2337/dc14-2690","26084343","Intake of Lactobacillus reuteri improves incretin and insulin secretion in glucose-tolerant humans: a proof of concept.","2015","literature","medium","1","needs_manual_classification","","Lactobacillus","glucose","true","https://pubmed.ncbi.nlm.nih.gov/26084343/","250","priority=medium; relevance=1; study_tag=needs_manual_classification; taxa=Lactobacillus; outcomes=glucose"
"PMID:26413489","PubMed","26413489","10.5662/wjm.v5.i3.157","26413489","Early probiotics to prevent childhood metabolic syndrome: A systematic review.","2015","literature","medium","1","meta_analysis_or_systematic_review","probiotic","","glucose","true","https://pubmed.ncbi.nlm.nih.gov/26413489/","251","priority=medium; relevance=1; study_tag=meta_analysis_or_systematic_review; outcomes=glucose"
"PMID:24532292","PubMed","24532292","10.1002/dmrr.2518","24532292","Influence of diet on gut microbiota, inflammation and type 2 diabetes mellitus. First experience with macrobiotic Ma-Pi 2 diet.","2014","literature","medium","1","needs_manual_classification","","","microbiome","true","https://pubmed.ncbi.nlm.nih.gov/24532292/","252","priority=medium; relevance=1; study_tag=needs_manual_classification; outcomes=microbiome"
"PMID:21505361","PubMed","21505361","10.1097/MPG.0b013e31821f9b85","21505361","Effects of Lactobacillus rhamnosus strain GG in pediatric obesity-related liver disease.","2011","literature","medium","1","needs_manual_classification","","Lactobacillus","","true","https://pubmed.ncbi.nlm.nih.gov/21505361/","253","priority=medium; relevance=1; study_tag=needs_manual_classification; taxa=Lactobacillus"
"PMID:41830022","PubMed","41830022","10.3390/nu18050851","41830022","Green Tea Catechin Plus Inulin Improves Insulin Resistance Without Reducing Visceral Fat and Shows Exploratory Gut Microbiota Signals in Adults with Visceral Obesity: A Double-Blind Randomized Controlled Trial.","2026","literature","high","3","randomized_controlled_trial","","","glucose;microbiome","true","https://pubmed.ncbi.nlm.nih.gov/41830022/","1","priority=high; relevance=3; study_tag=randomized_controlled_trial; outcomes=glucose;microbiome"
"EUROPEPMC:41126806","PubMed","41126806","10.1016/j.crfs.2025.101215","41126806","Probiotic pasta consumption improves lipid metabolism and reduces gut permeability in overweight and obese adults: a randomized controlled trial.","2025","literature","high","3","randomized_controlled_trial","probiotic","","weight;lipid","true","https://europepmc.org/article/MED/41126806","2","priority=high; relevance=3; study_tag=randomized_controlled_trial; outcomes=weight;lipid"
"NCT:NCT07073781","ClinicalTrials.gov","NCT07073781","","","Probiotic Impact on Cognitive Performance, and Metabolic Outcomes in Overweight Young Adults With Impaired Glucose Regulation","2025","clinical_trial","high","3","clinical_trial_registry","probiotic","","weight;glucose","true","https://clinicaltrials.gov/study/NCT07073781","3","priority=high; relevance=3; study_tag=clinical_trial_registry; outcomes=weight;glucose"
"PMID:40375569","PubMed","40375569","10.1017/S0007114525000923","40375569","Mental health and health-related quality of life response to curcumin-probiotic drink powder co-supplementation in adults with overweight/obesity and metabolic syndrome: a four-arm randomised, double-blind, placebo-controlled, clinical trial.","2025","literature","high","3","randomized_controlled_trial","probiotic","","weight;glucose","true","https://pubmed.ncbi.nlm.nih.gov/40375569/","4","priority=high; relevance=3; study_tag=randomized_controlled_trial; outcomes=weight;glucose"
"EUROPEPMC:37836532","PubMed","37836532","10.3390/nu15194248","37836532","Effects of Synbiotic Supplementation on Metabolic Syndrome Traits and Gut Microbial Profile among Overweight and Obese Hong Kong Chinese Individuals: A Randomized Trial.","2023","literature","high","3","randomized_controlled_trial","synbiotic","","weight;glucose","true","https://europepmc.org/article/MED/37836532","5","priority=high; relevance=3; study_tag=randomized_controlled_trial; outcomes=weight;glucose"
"PMID:36634870","PubMed","36634870","10.1016/j.jand.2023.01.006","36634870","The Effect of Microbiome Therapies on Waist Circumference, a Measure of Central Obesity, in Patients with Type 2 Diabetes: A Systematic Review and Meta-analysis of Randomized Controlled Trials.","2023","literature","high","3","meta_analysis_or_systematic_review","","","waist;microbiome","true","https://pubmed.ncbi.nlm.nih.gov/36634870/","6","priority=high; relevance=3; study_tag=meta_analysis_or_systematic_review; outcomes=waist;microbiome"
"NCT:NCT05623007","ClinicalTrials.gov","NCT05623007","","","Dietary Modulation of Gut Microbiota in Overweight/Obese Adolescents and COVID-19 Infection","2022","clinical_trial","high","3","clinical_trial_registry","","","weight;microbiome","true","https://clinicaltrials.gov/study/NCT05623007","7","priority=high; relevance=3; study_tag=clinical_trial_registry; outcomes=weight;microbiome"
"PMID:34358838","PubMed","34358838","10.1016/j.clnu.2021.06.023","34358838","Effects of probiotics on body adiposity and cardiovascular risk markers in individuals with overweight and obesity: A systematic review and meta-analysis of randomized controlled trials.","2021","literature","high","3","meta_analysis_or_systematic_review","probiotic","","weight","true","https://pubmed.ncbi.nlm.nih.gov/34358838/","8","priority=high; relevance=3; study_tag=meta_analysis_or_systematic_review; outcomes=weight"
"PMID:27221805","PubMed","27221805","10.3402/mehd.v27.30312","27221805","Effect of fragmented Lactobacillus amylovorus CP1563 on lipid metabolism in overweight and mildly obese individuals: a randomized controlled trial.","2016","literature","high","3","randomized_controlled_trial","","Lactobacillus","weight;lipid","true","https://pubmed.ncbi.nlm.nih.gov/27221805/","9","priority=high; relevance=3; study_tag=randomized_controlled_trial; taxa=Lactobacillus; outcomes=weight;lipid"
"EUROPEPMC:39792908","PubMed","39792908","10.1371/journal.pone.0317202","39792908","The efficacy of Lacticaseibacillus paracasei MSMC39-1 and Bifidobacterium animalis TA-1 probiotics in modulating gut microbiota and reducing the risk of the characteristics of metabolic syndrome: A randomized, double-blinded, placebo-controlled study.","2025","literature","high","2","randomized_controlled_trial","probiotic","Lacticaseibacillus;Bifidobacterium","glucose;microbiome","true","https://europepmc.org/article/MED/39792908","10","priority=high; relevance=2; study_tag=randomized_controlled_trial; taxa=Lacticaseibacillus;Bifidobacterium; outcomes=glucose;microbiome"
"EUROPEPMC:41075788","PubMed","41075788","10.1016/j.xcrm.2025.102417","41075788","Food- vs. supplement-based very-low-energy diets and gut microbiome composition in women with high body mass index: A randomized controlled trial.","2025","literature","high","2","randomized_controlled_trial","","","BMI;microbiome","true","https://europepmc.org/article/MED/41075788","11","priority=high; relevance=2; study_tag=randomized_controlled_trial; outcomes=BMI;microbiome"
"EUROPEPMC:41243448","PubMed","41243448","10.1080/19490976.2025.2580693","41243448","2'-Fucosyllactose supplementation results in a transient improvement in gut microbial resilience after vancomycin use in adults with overweight or obesity: a randomized, double-blind, placebo-controlled intervention.","2025","literature","high","2","randomized_controlled_trial","","","weight","true","https://europepmc.org/article/MED/41243448","12","priority=high; relevance=2; study_tag=randomized_controlled_trial; outcomes=weight"
"PMID:40331097","PubMed","40331097","10.3389/fnut.2025.1571473","40331097","Delites™ supplementation prevents metabolic syndrome onset and modulates gut microbiome in male Sprague Dawley rats fed on cholesterol- and fat-enriched diet: a randomized preclinical trial study.","2025","literature","high","2","randomized_controlled_trial","","","lipid;glucose;microbiome","true","https://pubmed.ncbi.nlm.nih.gov/40331097/","13","priority=high; relevance=2; study_tag=randomized_controlled_trial; outcomes=lipid;glucose;microbiome"
"PMID:36239189","PubMed","36239189","10.1111/dom.14891","36239189","Effect of faecal microbial transplant via colonoscopy in patients with severe obesity and insulin resistance: A randomized double-blind, placebo-controlled Phase 2 trial.","2023","literature","high","2","randomized_controlled_trial","","","glucose","true","https://pubmed.ncbi.nlm.nih.gov/36239189/","14","priority=high; relevance=2; study_tag=randomized_controlled_trial; outcomes=glucose"
"NCT:NCT05428137","ClinicalTrials.gov","NCT05428137","","","Study of Safety and Efficacy of a Probiotic and Postbiotic in Overweight Individuals","2022","clinical_trial","high","2","clinical_trial_registry","probiotic;postbiotic","","weight","true","https://clinicaltrials.gov/study/NCT05428137","15","priority=high; relevance=2; study_tag=clinical_trial_registry; outcomes=weight"
"NCT:NCT05440630","ClinicalTrials.gov","NCT05440630","","","Study of Efficacy of a Probiotic and Postbiotic in Overweight and Obese Individuals","2022","clinical_trial","high","2","clinical_trial_registry","probiotic;postbiotic","","weight","true","https://clinicaltrials.gov/study/NCT05440630","16","priority=high; relevance=2; study_tag=clinical_trial_registry; outcomes=weight"
"PMID:35592630","PubMed","35592630","10.3389/fnut.2022.861880","35592630","Beneficial Effects of a Low-Glycemic Diet on Serum Metabolites and Gut Microbiota in Obese Women With Prevotella and Bacteriodes Enterotypes: A Randomized Clinical Trial.","2022","literature","high","2","randomized_controlled_trial","","","microbiome","true","https://pubmed.ncbi.nlm.nih.gov/35592630/","17","priority=high; relevance=2; study_tag=randomized_controlled_trial; outcomes=microbiome"
